"site_ID","LAT","LONG","ELEV","IGBP","Climate_class","MAP","NEE","NEE_day","NEE_night","MATA","SSTA","IATA","DRTA","EVI","NDVI","LAI","GPP","SOC","TAS_tot","TAS_totp","TAS","TASp","Tmin1","Tmin2","Tmin3","Tmin4","Tmin5","Tmin6","Tmin7","Tmin8","Tmin9","Tmin10","Tmin11","Tmin12","TS_TA","TSmin_c","TSmin_c_gs","NEE_night_mod_p","NEE_night_mod_f","NEE_night_mod_fa"
"US-Uaf",64.8663,-147.8555,155,"ENF","Dwc",263,-82.40987858,-227.6169823,145.2071037,-2.982425133,15.16822482,0.764873017,11.89887595,0.138765741,0.305327436,0.670178302,0.629977961,92,0.009470583,0.503007808,0.012413842,0.476374372,2.9714282989502,1.11318664550781,3.57765579223633,2.07347993850708,1.63875451087952,1.79531135559082,2.07875442504883,2.2603663444519,1.97010989189148,1.0082052230835,3.16937637329102,2.38688621520996,1.00000000000001,2.17029291788739,2.00260397799331,2.66186716287245,3.01054770250912,3.06819012021419
"CA-Ca3",49.5346,-124.9004,171,"ENF","Cfb",1676,-455.3792721,-959.0584668,503.6791947,12.33045528,6.675638368,0.936052594,7.000477811,0.483764766,0.857448783,2.771600197,1.447177175,128.7294413,-0.031895717,0.002288716,-0.024167305,0.012088848,1.1541392326355,2.22556777000427,1.97736258506775,2.09201474189758,1.97860794067383,1.93128204345703,1.9080587387085,2.17450580596924,1.90673990249634,1.85230779647827,2.1779486656189,1.86637370586395,1.00000000000002,1.93707574407264,2.0121580367178,3.87620932083872,4.04998108759308,3.79822171733791
"CA-Cbo",44.3167,-79.9333,120,"DBF","Dfb",876.34,-300.1998484,-801.2863788,501.0865304,7.359258406,10.05677926,0.718274965,9.292756057,0.306037318,0.526104282,2.218255443,1.261075594,67.82142639,0.013482184,0.312273257,0.042973935,0.001774046,3.94783878326416,3.61860799789429,3.15824160575867,2.26725273132324,1.88600721359253,1.84974327087402,2.31919403076172,2.61692276000977,2.191428565979,2.23648357391357,2.27999997138977,3.19575080871582,1.0000000000002,2.6306226094569,2.25870370540386,4.5894148204055,4.35212084476168,4.48669134436873
"US-Ha1",42.5378,-72.1715,340,"DBF","Dfb",1071,-255.8035223,-728.151619,472.3480967,8.297445324,9.80788058,0.876678293,8.105718341,0.40356279,0.704857136,2.480657874,1.309982489,76,0.018916155,0.031950964,0.03305794,4.33e-05,2.85882797241211,2.58337001800537,2.52893776893616,1.92051284313202,1.7912088394165,1.80989017486572,2.04139213562012,2.31369934082031,1.79721603393555,1.4399266242981,2.12739930152893,2.38065919876099,0.999999999999868,2.13275335431071,1.98754191764069,4.90080585607016,5.29593082532616,5.49883036024664
"US-Ha2",42.5393,-72.1779,360,"ENF","Dfb",1071,-456.6123194,-777.3563094,320.7439901,8.439072822,9.896752583,0.453299542,8.095722153,0.40356279,0.704857136,2.556712065,1.317510843,110.9688129,-0.000460701,0.960042871,0.010856126,0.27278118,2.85882797241211,2.58337001800537,2.52893776893616,1.92051284313202,1.7912088394165,1.80989017486572,2.04139213562012,2.31369934082031,1.79721603393555,1.4399266242981,2.12739930152893,2.38065919876099,0.999999999999641,2.13275335431023,1.87162329188264,3.23166776544222,3.87996102793328,3.87661693963702
"US-Var",38.4133,-120.9508,129,"GRA","Csa",559,1.649066579,-263.3390955,264.9881621,16.05593753,6.716035654,0.620708747,14.50050425,0.272531468,0.475748382,1.074555568,0.98014376,42,-0.036486756,0.0711,0.008553299,0.481867555,1.11772890090942,1.5690842628479,0.887252712249756,0.606666946411133,0.828278350830078,0.856629943847656,1.25934143066406,1.60300445556641,1.65670337677002,1.893186378479,1.30761919021606,0.798974466323852,0.999999999999923,1.19870586792619,0.89596712903198,3.85451195456903,3.93229649086692,3.8058245517905
"US-Ton",38.4309,-120.966,177,"WSA","Csa",559,-84.61296201,-506.9859147,422.3729527,16.5282454,6.73374212,0.613127177,11.71376041,0.242400506,0.460178901,1.033990916,0.993069105,36,-0.011361752,0.113912584,0.012908177,0.016797609,1.11575083732605,1.60798530578613,0.906520175933838,0.598901176452637,0.870256614685059,0.872527503967285,1.2677661895752,1.61472587585449,1.69369983673096,1.86439533233643,1.31941394805908,0.797948837280273,0.999999999999954,1.21082430283223,1.06248145130197,2.85525707450215,2.98278607901656,2.94699538818728
"US-Los",46.0827,-89.9792,480,"WET","Dfb",828,-117.433639,-385.0218749,267.5882359,5.365222819,11.30207975,1.015702743,11.15129048,0.286608488,0.508468293,1.778806469,1.226050602,123.228302,-0.001627586,0.867571047,0.006533243,0.506691301,2.40117206573486,4.54102554321289,3.03780212402344,2.00571429729462,2.15509166717529,1.79560413360596,2.2698902130127,2.84395618438721,2.02139186859131,2.44139194488525,1.70468864440918,2.88432235717773,0.999999999999996,2.50850425362586,2.30913040844754,4.41521430052577,5.12627145046369,5.10704150047103
"US-Wkg",31.7365,-109.9419,1531,"GRA","Bsk",407,-35.43613377,-111.1105641,75.67443036,17.51108583,7.056447243,0.545548007,10.31767924,0.130699385,0.217351349,0.292958323,0.30991543,66.52816475,-0.13927877,0.009936837,-0.020078857,0.594557487,0.41377284526825,0.705274772644043,0.0932600021362305,0.20300350189209,0.927546119689941,0.642343521118164,1.00293006896973,1.21677665710449,1.39296722412109,1.69706935882568,0.82168493270874,0.616337013244629,0.99999999999991,0.81108050147685,0.96901143226172,0.669203989734304,0.635278573182385,0.555073690282608
"US-SRM",31.8214,-110.8661,1120,"WSA","Bsk",380,2.03561792,-123.1262101,125.161828,19.29130157,7.328108599,0.57786819,12.31917873,0.156863849,0.264012355,0.38618014,0.364387016,69.8134485,-0.158396387,2.87e-07,-0.027134725,0.23379471,0.64747257232666,0.923150157928467,0.264981651306152,0.44945068359375,1.08256397247314,0.926374053955078,1.24747276306152,1.5495231628418,1.72065925598145,1.99428577423096,1.02615385055542,0.827765655517578,0.999999999999885,1.05498779614754,1.64458215052092,1.72399928488006,1.77302633060108,1.36641702960023
