"","site_ID","RMSE","R2","control_year","window_size","nwindow","TAS","TASp"
"67","FI-Hyy",1.23102261897286,0.621850042145325,2005,28,5,-0.0272717990318379,4.14808819599298e-05
"68","FI-Sod",1.81572736281375,0.42373714702377,2007,28,5,-0.0550413440474565,0.000537154532522206
"69","FR-Pue",1.12769212191912,0.590197632067504,2011,28,7,0.00592775210659876,0.745596788222581
"70","IT-Lav",2.24028222407724,0.097523983741267,2014,28,6,-0.0492833613454928,0.0651312875327408
"71","IT-MBo",2.7978418189169,0.34182130255133,2010,28,2,-0.0403956903319139,0.0810619935327093
"72","IT-Noe",1.51063908309809,0.372181292939112,2006,28,6,0.049423367023903,0.056349848003062
"73","IT-Ren",2.07695854026021,0.27152807518077,2004,28,8,-0.0296853373040471,0.122577820089469
"74","IT-SRo",2.47842863966192,0.339957354874228,2002,28,8,-0.0174236495167146,0.272652661807424
"75","NL-Loo",2.84965037220388,0.112890045425774,2012,28,5,-0.0258975418851909,0.156450110364007
"76","RU-Fyo",2.63788793440172,0.369555655319359,2013,28,3,-0.0416112388791043,0.202598566165707
"77","ZA-Kru",1.81522884045419,0.549653129945353,2008,28,4,-0.0784586186144746,0.000152023505838001
"78","IT-Tor",2.748576551502,0.0771074850370396,2011,28,4,0.0255537340105258,0.627972686575549
"79","BE-Dor",1.88028539069275,0.589291763494405,2014,28,7,0.00166848419761408,0.887489396699469
"80","CH-Fru",3.47075457169163,0.399765533343425,2011,28,6,0.017153570398357,0.128329708363754
"81","CZ-RAJ",1.50063942750387,0.577476898186529,2019,28,7,0.041803199013148,0.165126270255488
"82","CZ-Stn",2.80435347342974,0.15366702859138,2021,28,5,-0.0041598781224238,0.840951817960096
"83","DE-Obe",2.15291848873462,0.548503711798415,2014,28,6,0.00745015801589056,0.675647131618484
"84","DE-RuR",1.94349695461048,0.568773699814936,2016,28,5,0.024035535087971,0.104244836258669
"85","CH-Aws",3.78907005448657,0.264982250878028,2020,28,5,-0.00306656782141889,0.857298098007435
"86","ES-LJu",0.624272750279273,0.201381532820294,2020,28,6,-0.0466595884186285,0.227578322112982
"87","FR-FBn",1.42080766648198,0.33146587302886,2016,28,9,0.0903236766579358,0.00183116815678329
"88","FR-Fon",3.83484808113232,0.124148945086399,2024,28,6,0.0255535623449613,0.238611570699121
"89","GF-Guy",5.79538750574025,0.0423638452834196,2005,28,13,0.0559427652425847,0.00511633874573054
"90","IL-Yat",0.794340579501752,0.390654451804988,2005,28,5,-0.0295786195710916,0.103408617619471
"91","SE-Deg",0.370343567740995,0.562574906956133,2020,28,4,0.0262931289453624,0.113180746689498
"92","IT-SR2",3.27108548695018,0.355205756385281,2023,28,8,-0.0167558855780055,0.361134558338139
"93","CH-Dav",5.3246100183726,0.132716030832676,2012,28,6,-0.0399380668358506,0.0306531683868306
"94","DE-Akm",2.85124445675497,0.310186000541502,2022,28,3,0.0319576680517212,0.43466413569687
"95","DE-Hte",1.860868495588,0.27260614899388,2016,28,4,0.135698524425325,0.0300294975938916
"96","DE-Hzd",4.28984027255763,0.19166850381164,2019,28,2,-0.0959801551885601,0.0865968663070602
"97","DE-RuC",1.23289224679808,0.555129309424704,2023,28,2,0.00441206353024015,0.917392526887735
"98","DE-RuW",3.09317793257829,0.318218502426919,2017,28,9,0.0397874009309803,0.130244900184774
"99","DE-SfS",4.79184129869087,0.135048239510748,2014,28,9,-0.0148652763535993,0.679101629386604
"100","FR-Bil",1.72625080558559,0.432200055351094,2015,28,8,-0.0160872119945181,0.35641642234845
"101","IT-TrF",2.82630987615463,0.0348154239011194,2017,28,6,0.0458960074709313,0.0285609539972225
"102","SE-Nor",1.98809557003233,0.478695422313122,2015,28,3,-0.0498658411099127,0.066880486296302
"103","SE-Svb",1.77195261165462,0.470328088760416,2023,28,4,-0.0286912885786399,0.391055746569281
"104","UK-AMo",1.35709741816359,0.310743230244471,2007,28,4,0.00389097892024808,0.847637510060218
"105","CA-Mer",2.20124187810065,0.176480881573943,2009,28,5,-0.0400232697370568,0.00957838221943071
"106","CA-TPD",3.71851476263971,0.166100334267985,2019,28,5,0.057522894639754,0.00773379132442253
"107","US-BZS",4.64218228542184,0.0612520839591369,2019,28,5,0.108687140961082,0.0381979588999994
"108","US-Cwt",5.73254919226648,0.0945199346267874,2024,28,4,0.0292668126973726,0.694416855723282
