"","site_ID","RMSE","R2","control_year","window_size","nwindow","TAS","TASp"
"1","US-Uaf",2.36367932970768,0.123299757837923,2015,21,7,-0.00232674344718065,0.912910891740828
"2","CA-Ca3",2.27172577994065,0.335771483079752,2013,21,10,-0.0496212233737581,0.00460727097917066
"3","CA-Cbo",4.64622402551159,0.0941147989426254,2020,21,6,0.015291968889226,0.134861633512777
"4","US-Ha1",3.35500516172823,0.103510722041497,2001,21,6,0.0319860866606554,0.112661468891547
"5","US-Ha2",2.2077786382365,0.372110820910898,2022,21,10,-0.0178882716560065,0.3183578796009
"6","US-Var",3.4045085984823,0.137348013634874,2002,21,4,-0.107595269344605,0.00011132500760249
"7","US-Ton",2.43983854245971,0.197131898357094,2020,21,9,-0.0262760885034631,0.0414656541528395
"8","US-Los",3.29398559634876,0.137173583803374,2001,21,5,0.023018286407874,0.0673488322691862
"9","US-Wkg",1.09636491405402,0.276114091408383,2006,21,8,-0.219056875025629,0.00751328867604805
"10","US-SRM",1.20370956209425,0.311657338045888,2005,21,4,-0.151526427842956,4.55102383485285e-09
"11","US-CMW",1.23389336353284,0.581536996538633,2021,21,8,-0.0767262557588734,7.41545991610079e-11
"12","US-Ho1",2.93104317883359,0.35615094581381,1998,21,10,0.0173091088417575,0.30372433656299
"13","US-Ho2",2.94768211723072,0.384302596640147,2020,21,10,0.00786182693593104,0.43969017069456
"14","US-GLE",1.2504425593456,0.447706109454296,2016,21,7,0.0110190452777701,0.421073777089556
"15","US-Me2",1.33818989462913,0.738249757287138,2002,21,12,-0.0451137726819453,0.00985784657066723
"16","US-NR1",1.60457447876434,0.277275472989138,2010,21,8,-0.0424468842367128,0.00119411474318779
"17","US-WCr",3.17419753481305,0.093793582617549,2015,21,5,0.00569131304084155,0.79905873851298
"18","US-UMB",2.94113573466114,0.147793706432,2006,21,6,-0.015598164961239,0.213436972877761
"19","US-MMS",2.19057045073316,0.190651355074997,2015,21,7,-0.042116473880158,0.00207887798898197
"20","US-PFa",5.88786233938979,0.0767477422313907,2018,21,4,-0.0274889471276878,0.21168051743761
"21","US-Syv",3.8101778790097,0.240530085804613,2018,21,5,-0.0264174976426084,0.365214298797686
"22","US-Whs",1.22248804598404,0.118384700187843,2012,21,3,-0.158600557224373,0.0285459865385885
"23","US-ICt",1.87024033367148,0.141242910989804,2023,21,3,-0.212184916220967,0.0291637325763972
"24","US-ICh",1.4586317868587,0.0623354629320375,2024,21,2,0.038566812120947,0.400700050327086
"25","US-ICs",1.59162941256165,0.137595504790848,2014,21,2,0.0184083289968157,0.81826770767077
"26","US-SRG",1.1559851665568,0.51386490758337,2012,21,9,-0.0835101952119507,1.09857009837358e-05
