site_ID,LAT,LONG,ELEV,IGBP,Climate_class,MAP,NEE,NEE_day,NEE_night,MATA,SSTA,IATA,DRTA,EVI,NDVI,LAI,GPP,SOC,TAS_tot,TAS_totp,TAS,TASp
SE-Svb,64.25611,19.7745,267,ENF,Dfc,614,-113.9029404,-440.4116726,326.5087321,3.386623931,8.949932408,0.546643846,6.194548662,0.25498886,0.570681358,1.524929427,0.896430905,61.38302612,-0.02341658,0.175776888,-0.018469588,0.330736446
UK-AMo,55.792545,-3.2436917,268,WET,Cfc,960,-16.62584626,-340.8848984,324.2590522,7.884964506,4.76749738,0.654102741,7.014144079,0.398443313,0.614110666,1.247713668,0.935491585,156.6340027,0.018803869,0.434553815,0.041389818,0.060624624
CA-Mer,45.4094,-75.5186,70,WET,Dfb,943,-109.5422646,-314.366633,204.8243684,6.147972386,11.61148113,0.700989078,12.51062832,0.271750732,0.481071431,1.180990595,1.071297008,134.5955224,0.092010496,0.001184869,0.131770487,6.27E-08
CA-TPD,42.6353,-80.5577,260,DBF,Dfb,1036,-222.4529966,-691.2521303,468.7991337,10.04734455,10.13946548,1.085348143,7.248821438,0.352956213,0.585328935,2.295309089,1.823614129,82.54545593,0.017455492,0.3370115,0.091572259,7.02E-06
US-BZS,64.6963,-148.3235,100,ENF,Dfd,274,-9.976966292,-214.5929265,204.6159602,-0.938035049,14.93062128,1.393349031,11.79123582,0.173681441,0.361167419,1.132463954,0.843841528,78,0.028268949,0.730658094,0.043181652,0.558599142
US-Cwt,35.0592,-83.4275,690,DBF,Dfb,1800,-40.58585957,-706.4691213,665.8832618,13.25516817,7.257318772,0.449963366,10.70158266,0.428328993,0.728966439,2.617577958,1.450860096,45,-0.03221802,0.458109486,0.00031984,0.994116345
US-Rls,43.1439,-116.7356,1608,CSH,Bsh,333,-133.4300568,-343.1519975,209.7219407,8.632196319,9.626796909,0.712063552,8.589709703,0.121030573,0.2430835,0.297088581,0.31716564,16,-0.048748642,0.004219899,-0.015170339,0.201935815
US-Rws,43.1675,-116.7132,1425,OSH,Bsk,290,-84.90146763,-225.5541904,140.6527228,9.686348468,9.72011228,0.662441672,9.340062721,0.104330329,0.208196061,0.217384287,0.232880044,14,-0.034135166,0.018096267,0.000721351,0.940539473
BR-Ma2,-2.6091,-60.2093,130,EBF,Af,2252,-601.7608594,-1902.266888,1300.506029,25.74492134,1.592071109,0.338008698,7.129099562,0.521716502,0.839047799,5.193108112,2.625819234,84.68534438,0.04670901,0.143557889,0.078366519,0.0215021
BR-Sa1,-2.8567,-54.9589,88,EBF,Am,2074.79,336.7161841,-1220.876676,1557.592861,26.75353537,1.254503601,0.321042668,6.582838064,0.54180111,0.855908843,4.268514066,2.821230184,44.28781891,-0.086818447,2.26E-05,-0.055737261,0.004311954
