"siteID","year","RMSE_window","Rsquared_window","RMSE_base","Rsquared_base","RMSE_water","Rsquared_water","RMSE_gpp","Rsquared_gpp","RMSE_water_gpp","Rsquared_water_gpp","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
"CH-Aws",2011,4.57695973907572,0.178396892543611,4.75370168327365,0.12244746833619,4.64366218909517,0.165871657295726,4.76336127448376,0.118725161876806,4.64641366147745,0.163606392606886,4.64546287156578,0.163114532116261,4.64329026592193,0.162973769795199,4.64172075919264,0.162850676549305,4.64436181868867,0.161435799928062,4.6437783149046,0.161428745767497,4.64412944215099,0.160950548392321,4.63882408832896,0.162124395690023,4.65772654534513,0.156098376704397,4.65654328915953,0.15593911759465,4.65554902283908,0.155490561258612,4.65721815918069,0.15375908712229,4.66203554122035,0.151402227455629,4.6626701263937,0.150698878110504,4.66353272722436,0.150031034984737,4.66524490425986,0.149985620558109
"CH-Aws",2018,3.66670033461014,0.185472099355222,3.90480940668379,0.0803319076665432,3.91654124049443,0.0760542007000828,3.89793111971792,0.0806488625764755,3.91028454633935,0.0757389880290368,3.9036897818568,0.0780046562240572,3.89540299843462,0.0812571985911826,3.89389633124361,0.0816378700380174,3.88923351457623,0.0834369668046564,3.88036600222402,0.0867601738160553,3.87121940127471,0.0905991244775839,3.86367880842492,0.0931863636248881,3.84457387903567,0.103754688045574,3.83948490621239,0.10555566873714,3.85769101941925,0.0976120626971419,3.86920114062615,0.0920960720505857,3.88158923478313,0.0862669807869712,3.88293639211398,0.0852608101047138,3.87367006958776,0.0887678363004485,3.870373374866,0.089699635675996
"ES-LJu",2015,0.536911770680773,0.306529078797256,0.601253573784807,0.160879376387632,0.582100893984424,0.215251786179287,0.590245355182108,0.166494008534019,0.576794581566342,0.207097084022061,0.577580451404,0.203452554625253,0.57352829910547,0.212378046279821,0.570338953464548,0.219923489754789,0.566811845249985,0.22906350710951,0.564584361711838,0.234644460360079,0.561862151930224,0.241577307781992,0.558102572647133,0.251109573295813,0.568411337388889,0.231556494451288,0.571959129040298,0.222993665070567,0.571438903973443,0.224905290393334,0.570507254122844,0.227872023967944,0.569154804842552,0.231648808608562,0.568886892144154,0.232134800090024,0.568353874281476,0.23307033454991,0.567921279868501,0.233236975140292
"ES-LJu",2016,0.560285111426997,0.340333174741164,0.617902456464444,0.242922661976869,0.608665552263668,0.260098255469867,0.619398950704706,0.235580993195905,0.609761581310189,0.251188032876833,0.601710108816296,0.248011955470632,0.602074014104256,0.247743332456074,0.604239570122161,0.242811243353967,0.601004084620386,0.248143482524082,0.598864741346778,0.251905461460668,0.59685310108454,0.256184480263154,0.592178342834929,0.266180519784713,0.606947024625437,0.232183834477162,0.599960319836377,0.246921657601462,0.601953093401536,0.242929699505646,0.603767833658383,0.238252028404424,0.599185278660907,0.250043339645781,0.598269952778725,0.253376101933277,0.596834422375251,0.257918378437723,0.591188234516635,0.275628181070486
"GF-Guy",2007,5.94547698785693,0.0497346501338037,6.08752295449429,0.00357036312732921,6.07662597253343,0.00709019113075735,6.09832282725912,0.00293642149696359,6.08669880599571,0.00667341983224103,6.08725215518842,0.00649320890374517,6.08742101419498,0.00643887901634186,6.08758706540385,0.00638341682808115,6.08739588167602,0.00644619067135128,6.0875030997315,0.00641121640938599,6.08734279991701,0.00646485897213874,6.0871734675936,0.00651889431353638,6.07935860643037,0.0090734794717135,6.08219207090794,0.00814802204465288,6.0830272306211,0.00787380433092719,6.08420939103544,0.00748650598779207,6.0841992298307,0.00749262060991695,6.0834522188118,0.00773539338569905,6.08164635179918,0.00832920539277334,6.07958043394096,0.00901532137608795
"GF-Guy",2006,6.02045185352092,0.0257201953839533,6.080675367932,0.00562918890171487,6.0728381017885,0.00816370459075757,6.08258176284723,0.00508151913237835,6.07377970923629,0.0077893133564967,6.07476675471834,0.00745601565359753,6.07502741857267,0.00737036933763188,6.0751559197228,0.0073389661286695,6.07499201502259,0.00739224461269792,6.07489431199698,0.00742093813762041,6.07495203694687,0.0074070277796646,6.07491895907188,0.00740542625941841,6.07200089045144,0.00838121200769555,6.07295862299126,0.00807895541550778,6.07331827671882,0.00793820600553625,6.07382326252229,0.00778277606551811,6.07393409580196,0.00776053060675644,6.07378182427017,0.00780888265713325,6.07363901391637,0.00784338778192527,6.07381883705817,0.00781709054893865
"SE-Deg",2020,0.401577036083159,0.330812782610372,0.449959281839719,0.167050294472475,0.45068263491685,0.164997705901029,0.436239089247146,0.214696103730008,0.436881991535698,0.212875700758151,0.42835374008118,0.243072812390902,0.418671369018786,0.277145104230029,0.419368533777512,0.274957534927622,0.421502792172604,0.26758446069101,0.425386980437361,0.254735282164029,0.426387214703674,0.251523937055557,0.423436277112734,0.26191482401722,0.406664911286393,0.313174440514447,0.396536693176298,0.346819154359435,0.392888150011053,0.35891616402592,0.394378652148897,0.354214525321521,0.398188153971374,0.341861282064008,0.403109412756366,0.325932823140952,0.405510706142047,0.318367144071503,0.405248466808987,0.319915662728582
"IT-SR2",2017,4.07333941718478,0.240444633615219,4.48996350206374,0.0775338887271629,4.2321789593248,0.183196439672555,4.4950559102069,0.075315732657983,4.23669812473963,0.181746055822477,4.23100223655095,0.183613816423299,4.21828872125372,0.187155496531294,4.19401463593362,0.195441537432366,4.19344198195929,0.195574652101657,4.19157018212723,0.19632425938825,4.18554265421414,0.19853511711694,4.15498406121772,0.210504886760381,4.23204138393578,0.183619009826701,4.22600513742028,0.185724220437752,4.2105534264677,0.19105966888118,4.19391155897153,0.196459867727032,4.19006108684886,0.197880165324414,4.19076813426042,0.197606173407713,4.1917198819769,0.19722832582419,4.18229266983489,0.200721800170304
"IT-SR2",2021,2.85011727003714,0.310052575195989,3.05170969967521,0.217337495197348,3.02364137523031,0.232941085621045,2.99582983073609,0.242658306081392,2.96753436156201,0.256931420224299,2.98675482760629,0.246451142952842,2.99427425636161,0.243309677700131,2.98843800018717,0.245529941204756,2.99309806067093,0.243213687632146,2.983544043321,0.247947625551424,2.97508461872653,0.251915873032229,2.96183949180511,0.25965148323566,2.92871336566952,0.273408644047348,2.94488644547486,0.264499562081475,2.95179102595508,0.261334448840116,2.94496349519713,0.264460437743233,2.94499858780192,0.264473103070252,2.92393120888213,0.274748801026941,2.91131673359849,0.280884476003605,2.90481034850821,0.284139039357465
"DE-RuC",2016,1.89984270461156,0.397420439917248,1.718578472609,0.534561160001295,1.70512963192729,0.526651872616358,1.72577456914693,0.529488457302882,1.71169538877175,0.521837982525591,1.70758855995556,0.525634853082578,1.70241503314161,0.528972890372171,1.6987338539364,0.53186839453552,1.68811446697869,0.538686597537488,1.67802888460742,0.545632061328487,1.68361652229139,0.542295970245396,1.67283286945093,0.547556594059457,1.7041752283226,0.52718272131731,1.70544782810132,0.528244781158065,1.70893506283233,0.526138522339791,1.71059524900212,0.524291011974038,1.71183512866927,0.523799883450318,1.71053396048287,0.524383234749771,1.70909076314914,0.524569565961732,1.69784596390613,0.525602328784646
"DE-RuC",2022,1.40082985639761,0.250383169790316,1.37547333153239,0.272032783955887,1.36233120995048,0.283619990191497,1.38654109926394,0.259689994695499,1.37041824776782,0.274656423763413,1.36743563462473,0.278084993434843,1.3559025640939,0.290229571487272,1.35512407465719,0.291668004571165,1.35636473576329,0.290331203664655,1.34188265202432,0.307117840021322,1.3435098266089,0.305711818792313,1.33525989279025,0.315901570522532,1.36958380023337,0.275684860913191,1.36664147166459,0.278761484650376,1.36290742922606,0.282920968231162,1.36420005342116,0.281582482776629,1.36596341965219,0.279578581194068,1.36674715342602,0.278847683639801,1.36616968068209,0.279368995463787,1.36662927739707,0.279086644180388
"DE-RuW",2012,3.65936584045293,0.301471627006705,3.71960918379949,0.278204830927913,3.67208442482805,0.296504515618237,3.72109977016097,0.277556950601729,3.67387375689129,0.295834570725983,3.67371013233908,0.295903952085147,3.67372385900365,0.295887185718629,3.6736530332203,0.295916683399878,3.67443559536638,0.295624297933754,3.67382429894507,0.295835971129417,3.67356474969462,0.29596175762256,3.67256481328253,0.296383132176228,3.67139716982419,0.29681113793937,3.67205473575844,0.296560382254475,3.67223675486264,0.296469480299297,3.67199924312818,0.296559812654672,3.67131625334426,0.296831837426107,3.67073098625058,0.29709446577255,3.67080121086734,0.297045239186055,3.67164390187246,0.296737781511108
"DE-RuW",2013,3.01885573938051,0.444804477502922,3.20507804862576,0.376109799609218,3.20596547637963,0.37589450450048,3.1534514390066,0.393476632004103,3.15312557785565,0.394397416228477,3.12760476302897,0.405726392302729,3.14678674557258,0.400741031237523,3.16847878042172,0.391601983344768,3.17896592949967,0.386965362067065,3.17306416787386,0.387419075197115,3.18177572158633,0.384186676618203,3.17857508656823,0.384212957427595,3.13497041529214,0.399816664041379,3.12933656675266,0.401721697812709,3.13984564310889,0.397991458896108,3.15241799071608,0.393430181710399,3.1614691284191,0.390038441674758,3.16161221590097,0.389704045725967,3.17039458683163,0.386609136611306,3.17984024543725,0.383439504020731
"IT-TrF",2017,2.32955842095432,0.0801994340280308,2.33145343458119,0.0787506736857927,2.3299232193875,0.0799945446219243,2.33223705688051,0.0781807318908264,2.33095607472289,0.0793172074660742,2.33139248785524,0.0789124513233802,2.33146362106655,0.0788276358596122,2.33146442981912,0.0788319444867394,2.33148520660781,0.0788176705017326,2.33147372048818,0.0788217779462043,2.33149050754322,0.0788233005479404,2.33144573093983,0.0788627846501621,2.3312926379567,0.0789779169575954,2.33136835105006,0.078929286267627,2.33133934027188,0.0789247585900449,2.33151962895262,0.0788041810921645,2.33151904005585,0.0787841773172775,2.33159289103692,0.0787306277856219,2.33143957824156,0.0788390281924106,2.33133590332974,0.0789564043999438
"IT-TrF",2016,3.38580605428694,0.0585149067737216,3.44455168203058,0.0227202468485517,3.44659451566001,0.0216655519713888,3.44673749688826,0.0214550062106534,3.44955465682517,0.0202724044960598,3.45029348246739,0.0198489586602112,3.44833754095687,0.0209756928120864,3.44828531659999,0.021047627173158,3.45005451855845,0.0200062383010007,3.45006204183524,0.0199859689269683,3.45099819360791,0.0194149551508474,3.45106696623532,0.0193482237594947,3.44052337623913,0.0254058586640918,3.44217312626422,0.02450454242856,3.44009182260942,0.0255631363993095,3.43900343934694,0.0260896392866197,3.43973139020972,0.0256543129327738,3.44210195966355,0.0242919497955935,3.44350577421725,0.0235774659787256,3.44437216395548,0.0229849683260633
"SE-Nor",2017,1.84587117921465,0.388416032163734,1.75141271312333,0.448251184351754,1.73877332061868,0.458423088544721,1.75769253146543,0.445384930210731,1.74419156011112,0.455120960372856,1.74222603946218,0.45822489758633,1.73773985513704,0.462535397041972,1.73592598139941,0.463620713228095,1.74043720487859,0.459222395094089,1.74294355962958,0.456036480573156,1.74441896638296,0.455271532199274,1.74735775228529,0.452368805553089,1.74500577350135,0.453699961932043,1.74508802459886,0.454503272907889,1.74433784850907,0.45483588139142,1.74413296508744,0.455037643189267,1.74484438271873,0.455668971215254,1.74542408129317,0.454796085818725,1.74482273236273,0.455726272169182,1.74713924198382,0.454313978912792
"SE-Nor",2019,3.33884689955496,0.310804069132929,3.27406261453952,0.341281123885463,3.17336575185826,0.376345509593854,3.28209887569315,0.338008000914701,3.17975242358321,0.373791460301948,3.17852774517178,0.374364763122326,3.17466841826143,0.376126512684483,3.16932501819523,0.378963600503546,3.17447998336976,0.376558449927213,3.16715473384039,0.379733646875835,3.12623698185996,0.400000271268258,3.16421969642581,0.383636627912447,3.18883619839037,0.370409092792629,3.17729189491405,0.375177340550763,3.17680150109984,0.375728652088523,3.17849478580734,0.375185109733797,3.18324128455401,0.372560857409559,3.18124040128501,0.37332453014182,3.1788087488942,0.374278673005097,3.179906795957,0.373854327247608
