"siteID","year","RMSE_window","Rsquared_window","RMSE_base","Rsquared_base","RMSE_water","Rsquared_water","RMSE_gpp","Rsquared_gpp","RMSE_water_gpp","Rsquared_water_gpp","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
"IT-Tor",2020,3.31683100867182,0.0745008196556939,3.37129358351792,0.0423030892685248,3.34417852484611,0.0679785256450392,3.37677862699623,0.0394871416048394,3.35414059195386,0.0567190842502551,3.35854625528582,0.0531100478038835,3.36129316693992,0.0504130363048546,3.36099346632875,0.0506667034432692,3.3584177164775,0.0539901494031803,3.35604193940682,0.0567614081231486,3.35438357643612,0.0573917455303986,3.35341555912099,0.060087719082936,3.36086413489543,0.0495932490270857,3.359654511844,0.049752273764768,3.36440830106875,0.0457117088558694,3.36603974486804,0.0431112424910597,3.3643436937461,0.0457612794566564,3.36162683780742,0.0471059999929273,3.36001745819716,0.047975190332714,3.35358238716049,0.0535460568431988
"IT-Tor",2018,4.24401045274331,0.0248728683946004,4.06735576831094,0.0991298268941509,4.11832425264885,0.0767688972893699,4.12026579313872,0.0737458708163318,4.15984898200553,0.0568949259063141,4.15315162459081,0.059441251651457,4.14895515384072,0.0611450811716666,4.14368061091209,0.063613729151065,4.13877520203833,0.0658142287291033,4.12426551280168,0.0718844138086126,4.11659264429856,0.075317563679113,4.08926625876022,0.0872663084697994,4.15789858947335,0.0590509363456756,4.14116925166779,0.065821233601229,4.13761821923507,0.067120554277508,4.12433628049534,0.0726316561090935,4.12101720977212,0.0739434472073587,4.11164553081858,0.0779077554367622,4.10685430005976,0.0799260280868258,4.11952082349985,0.0742663929493684
"BE-Dor",2015,1.96989756285993,0.410036421079098,1.93259635734597,0.443047258694996,1.93379820021756,0.442557553486133,1.89834604268129,0.459882988103474,1.90041195740432,0.458443994654005,1.88028894190143,0.46773672221658,1.86298300948049,0.477216466612648,1.85296636801275,0.482516614199491,1.85683813557971,0.480851586289311,1.85473288275788,0.481706231868514,1.8428576360972,0.488168659825414,1.83585083709156,0.491850437944576,1.87799763718968,0.467957557925566,1.8509174207291,0.481486648465749,1.82219089383934,0.497191940604413,1.82890148121383,0.493015228312555,1.84623884238064,0.48425812961061,1.86483512782953,0.474518963451035,1.85996771671136,0.477726799414076,1.87400187588523,0.470821266666571
"BE-Dor",2012,2.02159303019004,0.40898642504532,2.11383199598731,0.381709809968953,2.11300230021766,0.383093000278589,2.00315402271456,0.425447787576611,2.00512725235093,0.424347161639873,2.01073913423941,0.414773788935141,2.02184300450726,0.407706354938267,2.00911780497105,0.413767160682696,2.03517824255634,0.399281312047302,2.04190675781985,0.395608504112275,2.05673075002053,0.387314356616148,2.06999967525652,0.379809586981545,1.99127937173026,0.434213091325631,2.00579868468219,0.41900508290648,2.01978076987214,0.411035153395736,2.0126181562729,0.414295697678496,2.03459329444246,0.405939820524101,2.02665655539933,0.412986465394046,2.03482796665731,0.408524506675964,2.01954873903441,0.415617850613706
"CH-Fru",2020,3.46769309124439,0.197820858672087,3.28322452032423,0.27321634650901,3.25212048778938,0.28809074006972,3.27385120518255,0.277186167954293,3.23450314666014,0.295405401858905,3.23901325422033,0.293555833415192,3.22867556934455,0.29802570406401,3.21599346886241,0.303564344580506,3.2140976679951,0.304107398435242,3.22445272859692,0.299691799608657,3.225825814115,0.298907392828334,3.23649785186708,0.294267495706879,3.16122707833579,0.326306708191903,3.18092227759558,0.318015593608699,3.19356618039157,0.3124163170942,3.19411799537017,0.312208121126914,3.20202164681444,0.30868302854243,3.21997498304653,0.300952175983585,3.22454491269688,0.298883789562727,3.2318527290258,0.295683143314503
"CH-Fru",2014,3.86275669044709,0.0876067276008918,3.62964208986066,0.190633189738421,3.63018883989803,0.190609972438788,3.52403233502813,0.236287462114473,3.50098074720966,0.246331295832686,3.48524373312573,0.25386654536089,3.45493871940529,0.267844623843185,3.46009218421177,0.265867194465112,3.44178168714323,0.27423737262377,3.44110110921439,0.274989524061916,3.45367661669655,0.269267148770202,3.50286620964933,0.247184852107824,3.36375209854816,0.304636141514869,3.33447070419774,0.318496691502724,3.33403626371985,0.319761583424749,3.36178554191998,0.308244103174769,3.35169325858924,0.313333970298163,3.37289660491569,0.304571103398777,3.41947691930845,0.283884753750217,3.52579070292954,0.236454096744213
"CZ-Stn",2015,2.74484539022405,0.189616286054246,3.0652068967895,0.00278595790638823,2.90058411205452,0.108192603560322,3.07173495464813,0.00931982944932442,2.90410498900166,0.108179838574523,2.87948937608841,0.125279272593156,2.87261017708073,0.129526870493877,2.88682554500357,0.121572291275078,2.90128778541991,0.111482803898723,2.88921340662134,0.12097015768355,2.89000899205705,0.11918473191806,2.88369589596417,0.123986613671585,2.84664683260895,0.132777529168161,2.81996397428516,0.14699934988665,2.81659014461523,0.149613020773251,2.83151477774761,0.142211414967259,2.83909929892939,0.138886751002251,2.83033951492865,0.145575790072276,2.82764123292827,0.146432749955501,2.82676462524941,0.144423880041946
"CZ-Stn",2011,3.28523123608572,0.103231294275104,3.47243591334499,0.0024405857125137,3.46360519648611,0.00827755692118715,3.45209120726553,0.0142394324744642,3.45033262970411,0.0127465615285959,3.45977839507435,0.00800425571547261,3.44717550949636,0.0139573115312161,3.39738526177207,0.0408122332285606,3.40237166875774,0.037906782656878,3.37550548998327,0.052094898276031,3.42712831405527,0.0242185891525923,3.40209717662576,0.0376630083666487,3.41174637918827,0.034022953122128,3.42439447646563,0.0271377312769955,3.40699586348165,0.0359275495314402,3.35185139272942,0.06577817002696,3.35944279551724,0.0617015101585677,3.33259067947788,0.076432731996901,3.38642661063129,0.0464814063700354,3.40493489055246,0.0364566163177198
"DE-Obe",2016,2.10064106041729,0.584387758518014,2.12217525624432,0.57725521133173,2.05209432943948,0.60282891969187,2.11635414057946,0.579440839980483,2.05249233875383,0.602648591626657,2.05151398467252,0.603072991607416,2.0476734422355,0.604485777012602,2.04300671909874,0.606306923453515,2.03305427921084,0.610157782858245,2.01798297657732,0.615970581583443,1.98960723752763,0.627013277045197,2.02454649889134,0.613499349514596,1.97405889713262,0.632267959111273,1.98698244461078,0.627558783135098,1.98978436008627,0.626683613034526,2.006948958545,0.620189033946558,1.99570488408378,0.624520633177153,1.9759022781749,0.631974896912218,1.94714186788631,0.642748371396097,1.94177876551281,0.644789421425394
"DE-Obe",2009,2.6832147500664,0.17538862004296,2.62443263477147,0.215166842881511,2.63049172984721,0.210318976042706,2.61954915818705,0.217767687057824,2.62270633981383,0.215066982086099,2.62110908479501,0.215647961095702,2.62086356007246,0.215605162358358,2.62231483468401,0.214651806847002,2.62562304275737,0.212117852464635,2.63546670669854,0.206481643682244,2.63845440414964,0.20473404127181,2.63752136982447,0.205887115771183,2.62148312473832,0.215038430691301,2.59839686705351,0.228034534414292,2.59119147539696,0.232097407820851,2.59730068156049,0.228475948701039,2.59245500162156,0.230880536437365,2.60442139843996,0.223928827590952,2.60584093082368,0.223063550256628,2.62183579251361,0.213624014430218
"DE-RuR",2013,1.31023486665625,0.768398082486792,1.23902431509891,0.800920344657124,1.25334780619901,0.79015493193231,1.22848730713962,0.802058741673914,1.22312129205687,0.798936651373318,1.20777561959732,0.803866600903365,1.21478764099729,0.801797425533656,1.22367295859162,0.799044456944235,1.22232248738003,0.799746092912541,1.22119141995336,0.800048962691299,1.21873412252923,0.8009258893969,1.22100154275854,0.800325925355381,1.17301008764802,0.81465617220321,1.16062718722291,0.818622141369897,1.18077034553422,0.812554514111245,1.19336109602765,0.808539401363933,1.19223499616084,0.808679898604193,1.19582987437507,0.807172840948561,1.19938456830245,0.805937185538333,1.21753274668561,0.800213935507284
"DE-RuR",2012,1.78195007937091,0.482406407160604,1.75114780120162,0.498153026956145,1.75278157735639,0.497052234306805,1.70693409405768,0.523271467939631,1.70859287031117,0.522069380159181,1.69804113355338,0.528036681285331,1.69234688672778,0.531182810364809,1.70914750990266,0.521843842034496,1.70896005573048,0.522080290910115,1.70518066486591,0.524107154189274,1.69584257498603,0.52929285595612,1.70446587471283,0.524585659454295,1.71527434565574,0.518242096328147,1.72666996589794,0.511855446108088,1.73358586276011,0.507979794850272,1.74127208040746,0.503655749740105,1.73845055930126,0.505284307834814,1.7338593840212,0.507901818594642,1.72777337336721,0.51139276935443,1.73018913273299,0.510131736067909
