"scenario","replicate","total_est","total_se","direct_est","direct_se","apparent_est","apparent_se","total_true","direct_true","apparent_true","residual_true","hidden_true"
"Confounded residual",28,0.0760589543739386,0.00442018054329773,0.0403690329298477,0.00649470107801868,0.0356899214440909,0.00479812279065081,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",29,0.0612699544961239,0.00390317664024095,0.0217873675415824,0.00899960291655525,0.0394825869545416,0.00776960448216089,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",30,0.0626258716156605,0.00600237095166466,0.0126669622153379,0.00741709160440953,0.0499589094003226,0.00588464292558849,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",31,0.0595619264547625,0.00506788360695896,0.0261661299264101,0.00995777909347402,0.0333957965283524,0.00811176688327714,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",32,0.0660440045330149,0.00600894521295133,0.0318390757001085,0.00737883052952536,0.0342049288329064,0.00636297677244793,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",33,0.062584742688455,0.00333805137271811,0.0350664974439032,0.00719687223458523,0.0275182452445517,0.00692007308941338,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",34,0.0608135942913214,0.00504250750193996,0.0287953605766839,0.0101826522857961,0.0320182337146374,0.00734015591217769,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",35,0.0559209911054439,0.00466520427793256,0.0296240250754184,0.00755879594189648,0.0262969660300254,0.00600517829511637,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",36,0.0623915174637293,0.00477881719470157,0.0256012730410468,0.0100128758444359,0.0367902444226825,0.00992331498641468,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",37,0.0630133509242486,0.00442653852139051,0.0309689466146144,0.00763107761948755,0.0320444043096342,0.00636003811065593,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",38,0.0775042410962835,0.00554774962121036,0.0431269047780731,0.00873280342260714,0.0343773363182104,0.00720675762731292,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",39,0.0563713346534672,0.00488163632432185,0.0268766284288653,0.00853533240644506,0.0294947062246019,0.00624344415145437,0.0633,0.03,0.0149,0.0333,0.0184
"Confounded residual",40,0.0603520784546727,0.00478935825619201,0.0184008532834537,0.00790243354451728,0.041951225171219,0.00729698355583499,0.0633,0.03,0.0149,0.0333,0.0184
