"site_ID","LAT","LONG","ELEV","IGBP","Climate_class","MAP","NEE","NEE_day","NEE_night","MATA","SSTA","IATA","DRTA","EVI","NDVI","LAI","GPP","SOC","TAS_tot","TAS_totp","TAS","TASp","Tmin1","Tmin2","Tmin3","Tmin4","Tmin5","Tmin6","Tmin7","Tmin8","Tmin9","Tmin10","Tmin11","Tmin12","TS_TA","TSmin_c","TSmin_c_gs","NEE_night_mod_p","NEE_night_mod_f","NEE_night_mod_fa","R2"
"US-LL1",31.2792,-84.5329,165,"SAV","Cfa",1310,-203.965057788011,-874.347700658117,670.382642870105,19.4159674776561,6.81546041409114,0.636935780309807,10.0165257884084,0.370377385040857,0.699037711536203,1.87846007715265,1.5636495033428,20,-0.0254835586651594,0.0011651741979908,-0.00912010057771306,0.108595187681425,1.58021974563599,1.17985343933105,1.39641036987305,1.00073299407959,1.506591796875,1.25252685546875,1.70417633056641,1.44263648986816,1.77369995117187,1.51787548065186,2.46249113082886,1.50146532058716,0.938394832741545,1.43251288045333,1.20789383336944,4.2123491670751,4.36330475709002,4.23104204345762,0.205302548470411
"US-BZB",64.6955,-148.3208,100,"WET","Dfd",274,25.045077794412,-147.606624985555,172.651702779967,-1.53940827355926,14.9338205075614,1.59150600373749,13.0460404645818,0.17361072219906,0.360845193579614,0.6435434619755,0.669770630872915,78,-0.0449954435501468,0.00100338611710846,-0.0397764727600796,0.00385663950486702,3.01655616760254,1.04366302490234,3.51736259460449,1.9375825881958,1.59919428825378,1.7128942489624,2.11091556549072,2.25765581130981,1.9887179851532,0.945934009552002,3.16849880218506,2.34256362915039,0.464472209541753,0.992481845264569,0.918825697302917,3.48598905130843,3.52326551995281,3.38057324522883,0.0703370673603154
"US-BZF",64.7013,-148.3121,95,"WET","Dfd",274,41.2170994348595,-154.744515385917,195.961614820777,-1.1839852560856,14.8273452020252,1.56442539787215,12.0930751017669,0.19572275219691,0.389992773852592,0.851519517622006,0.752174906894134,91,-0.0474783786388653,0.0242554670998351,-0.0335569918856786,0.0832386765538056,3.01655616760254,1.04366302490234,3.51736259460449,1.9375825881958,1.59919428825378,1.7128942489624,2.11091556549072,2.25765581130981,1.9887179851532,0.945934009552002,3.16849880218506,2.34256362915039,0.496550279646531,1.06102610164005,1.04096285708378,3.65665287059185,3.60741982529072,3.43346363671878,0.0188422400168934
"US-KL2",42.4768,-85.4468,258.3,"GRA","Dfa",1027,-285.052380819783,-680.184995336832,395.132614517048,9.38903586268478,10.5617951122973,0.883052841441214,10.2976674406803,0.260549767380642,0.46282475204122,1.09505595706223,1.10907892842325,29,-0.0350018378606535,3.15009743707198e-05,-0.0193220649444898,0.00220824634529225,3.05135526657104,3.16776552200317,2.56315021514893,1.63201460838318,1.36351661682129,1.59487190246582,2.22725296020508,2.42190456390381,2.01728897094727,2.04329681396484,2.09091563224792,2.5279851436615,0.921068193753587,2.04947791169576,1.8803486196614,5.48076194888819,5.85924279091794,5.48602923305471,0.133408481859864
"US-Ro4",44.6781,-93.0723,274,"GRA","Dfa",879,-293.989857633709,-568.914636070497,274.924778436789,7.60175569080942,11.9786686992986,1.49579715660121,11.510077164664,0.258736245765583,0.412654827477739,1.05747218862343,0.957687170441826,87,-0.0158497180043157,0.324464903883758,-0.00851244188456857,0.463246453324404,2.2644681930542,4.33076915740967,3.00249099731445,1.81670322418213,1.90564079284668,1.68087959289551,2.17465209960938,2.77670288085938,2.06358947753906,2.24461536407471,1.46285717487335,2.25157527923584,0.717290012808442,1.67217900898713,1.63803910974856,5.5914608241452,6.18043834367606,6.02204402292331,0.215696351738435
"US-KM4",42.4423,-85.3301,246.3,"GRA","Dfa",1027,-6.01384909385642,-527.299100885535,521.285251791677,9.19888443298007,10.4426683562123,0.969532711680583,10.7043551576929,0.297590963175335,0.480400747127746,1.2001791673533,1.11832852635564,370,0.0047331584113367,0.768606510892807,0.00576379865574949,0.664785033785808,3.01304044723511,3.1402195930481,2.5389744758606,1.57692308425903,1.34161167144775,1.59912071228027,2.24234428405762,2.45223407745361,2.05604400634766,2.03553104400635,2.00322337150574,2.44300351142883,0.6853445178716,1.51017208131202,1.18280631381324,6.51979535960471,7.15651213264118,7.19668957921284,0.269019260616112
"US-MBP",47.5051,-93.4893,416,"WET","Dfb",780,-235.353178727978,-301.151105677917,65.7979269499401,4.24512463760388,12.5525100037199,1.24034175841012,11.3720477435296,0.284089004018777,0.501531689731978,1.87480434927756,1.13536010660674,29,-0.0590230744421441,1.37071301195141e-05,-0.0559688240775399,2.26921082616512e-05,2.34065856933594,4.7994873046875,3.33296718597412,2.46249084472656,2.89509139060974,2.48476181030273,2.84527492523193,3.31399250030518,2.06117219924927,2.87186808586121,1.83904757499695,2.79714260101318,0.491611521285834,1.39470004202902,1.32952410122885,1.50473637382665,1.60949538806025,1.48802257297278,0.251078629032778
"US-Myb",38.0499,-121.765,-4,"WET","Csa",338,-407.19261449611,-790.84808308017,383.655468584061,15.3805377562014,5.48044023069501,0.460312214310688,10.346059157131,0.344865317575033,0.571750548713897,1.54598683415592,1.63238050386387,29,0.0747903702498699,0.0687809105505637,0.0497983697176003,0.159433881277413,1.15003662109375,1.52073268890381,0.943882942199707,0.819633674621582,0.94769229888916,0.9009521484375,1.28923091888428,1.55545768737793,1.76908435821533,1.86380958557129,1.38974370956421,0.826080656051636,0.513290146319537,0.64060052990145,0.697596780959407,2.68849584325296,2.97405338254956,3.13333934479501,0.0998276349507558
"US-NC4",35.7879,-75.9038,1,"WET","Cfa",1311,44.3801798026821,-771.264531392758,815.644711195433,17.038050136834,7.82707540171478,0.646656540485072,7.71063450602337,0.35534246442888,0.712813163023954,2.15037578467116,1.94544832110962,250,0.00245264283263732,0.914974983873152,0.00557953019422553,0.811836392623033,1.6080584526062,1.39465198516846,1.59098901748657,1.04959735870361,0.79846134185791,0.775970458984375,1.53794784545898,1.22190437316895,1.57662963867188,1.20051288604736,2.23304042816162,1.66630029678345,0.637126420617918,0.884228686500543,0.772408131284585,6.61797833534936,6.69455881959076,6.7072532887499,0.26291359138785
"US-Tw1",38.1074,-121.6469,-5,"WET","Csa",421,-293.590674099642,-813.684690629763,520.09401653012,14.9789979059532,5.7490337879831,0.784274590800876,13.8315087942409,0.289151882162864,0.503075661479671,0.799678855920223,1.18403631856891,231,0.012451387236659,0.621453913481649,-0.0153906160492798,0.551351863849338,1.13479833602905,1.47809534072876,0.949816799163818,0.75684986114502,0.916337013244629,0.899560356140137,1.32307682037354,1.55538444519043,1.71838836669922,1.8465202331543,1.39670333862305,0.752600812911987,0.329489237613599,0.404396741084752,0.488611701645107,4.21803859788292,4.3155746128012,4.34191013919837,0.107028258746194
"US-Ced",39.8379,-74.3791,58,"CSH","Cfa",1138,-81.8936443317743,-716.861689674484,634.968045342711,12.0290654366615,9.12320493831541,0.711612046367918,9.75149101438567,0.345113920852593,0.696850985081933,2.27782548785099,1.57393961799795,28,0.00785917444384255,0.715611866789713,0.0206619208422374,0.239156703495566,2.36021976470947,2.19135518074036,2.08542122840881,1.39479856491089,1.37978038787842,1.35194206237793,1.79626350402832,1.83472595214844,1.91545848846436,1.40857105255127,2.20893769264221,2.13106226921082,0.717929310009653,1.31970580305065,1.16844794048153,5.45845183665698,5.81085027262651,5.8644572818293,0.337153440552216
"US-Oho",41.5545,-83.8438,230,"DBF","Dfa",849,-783.193237168397,-1156.01637936921,372.823142200809,10.5036297474442,10.2114889512564,0.838409997292995,8.98785446175681,0.347107240790532,0.589715782151366,2.29261278358685,1.51747315394973,82.2768931115302,0.0169930897196551,0.118236174815472,0.0231593190929447,0.0254525499731597,3.03604373931885,3.05714273452759,2.56402926445007,1.42117228507996,1.33186817169189,1.68212432861328,2.33772964477539,2.51655673980713,2.15985336303711,2.05685005187988,2.36109890937805,2.63882784843445,0.647526966392067,1.46574727967186,1.37554608299363,4.66503925922606,4.92995894841509,5.0465530159385,0.113128026102026
"US-Slt",39.9138,-74.596,30,"DBF","Dfa",1138,18.4264655108193,-542.647043150486,561.073508661304,12.3415547295588,9.35440766450037,0.690651921947022,10.7663331203602,0.367755212535691,0.669821001406639,2.41341435947455,1.81101027706994,68.9446986652282,-0.00458023317079681,0.890284463075088,0.0141072856576414,0.523227811120264,2.46424903869629,2.28615388870239,2.07142853736877,1.45186805725098,1.42659339904785,1.39655723571777,1.80915718078613,1.93230743408203,1.85575122833252,1.35465202331543,2.19912104606628,2.1964102268219,0.683857779436242,1.27905620706707,1.17061252041222,5.71523604650184,6.34350825222584,6.30958741926724,0.121585035086871
"US-Wrc",45.8205,-121.9519,371,"ENF","Csb",2452,-290.644768345297,-488.504573618531,197.859805273235,9.19377553986907,7.20471376114537,0.77860702147017,8.8048445101629,0.357653455721941,0.775579842844015,2.36263057546548,1.44120548787272,101.479496783525,0.0185150541298138,0.325963091471397,0.0195311950421858,0.248182370479464,1.23355314731598,2.01311357021332,1.66739926338196,1.3295970916748,1.0538462638855,1.44791231155396,1.83472537994385,2.16798534393311,1.92109909057617,1.50542140007019,2.14205121994019,1.78681318759918,0.679770109419432,1.13881417786694,1.11204542716936,2.12172421973937,2.34021781019749,2.38890138233327,0.0433239969194763
"AU-Tum",-35.6566,148.1517,1200,"EBF","Cfb",1159.01,-599.95651318462,-1567.46707479538,967.510561610765,9.60831592931203,6.09719605971482,0.847328657343149,5.99282394707456,0.345878013358442,0.74853132072947,4.14519945345041,2.48363707721383,123.345100402832,-0.0197662529251726,0.141513236522937,-0.00409001397530909,0.754787664618602,1.05567779541016,1.47377281188965,1.54073257446289,1.31267395019531,2.08168497085571,0.987472546100616,0.776703310012817,1.25076928138733,1.22300364971161,1.42168502807617,0.83238115310669,1.34439563751221,0.653008603238624,0.832637813045188,0.736838033099483,6.32812520691896,6.74667685746129,6.64912681024469,0.18341789311618
"BE-Bra",51.3076,4.5198,16,"MF","Cfb",750,-164.731798029142,-746.923708344218,582.191910315076,10.9644052120165,6.08057474458278,0.828854900911453,6.55321195039459,0.358924364983157,0.694204121008411,2.13614227479065,1.35174061209821,79.5803451538086,-0.0386829438685947,0.0592188007351156,-0.00812596014034443,0.654972042428016,0.75728931427002,0.563003659248352,1.10271058082581,0.145641040802002,0.809962844848633,0.667472457885742,1.56857147216797,1.49223442077637,1.56805858612061,1.07391948699951,0.594871807098389,1.31164836883545,0.494744479308063,0.480536408995448,0.565401378277902,4.94593073456596,5.12251942606318,5.01169912169086,0.0491063208752813
"BE-Vie",50.3049,5.9981,493,"MF","Cfb",1062,-478.576669603235,-1021.33533353019,542.758663926959,8.46045320973198,6.51403276998003,0.90008641855086,6.28545170827858,0.347086027040043,0.708127389830606,2.02067244338862,1.30181758936042,129.024826049805,-0.00179819896103596,0.8412987238378,0.0112465934860426,0.210139279495898,1.16439564228058,0.822124564647675,1.28695969581604,0.0964835643768311,0.848717975616455,0.891868209838867,1.79377269744873,1.84483509063721,1.85545806884766,1.07347965240479,0.641904830932617,1.60571429729462,0.583335115051806,0.67694651230155,0.723903025169794,4.48285015523386,4.79884225554152,4.7925995626032,0.176059267337716
"CH-Lae",47.4783,8.3644,689,"MF","Cfb",1100,-170.452148856505,-770.813914710445,600.361765853937,9.0676542482544,7.83088469150179,1.42196419407694,6.19766271217375,0.402360012692593,0.691731899909905,2.70420706822664,1.47312930880653,79.2319793701172,-0.0397716541322194,0.000156700336333471,-0.0402334266495116,4.06902322579837e-05,2.3344322681427,2.0747985124588,1.86183152198792,0.413333320617676,0.84798526763916,0.649523735046387,1.95772857666016,2.01890087127686,1.92197799682617,1.47010984420776,1.10227100849152,2.34300365447998,0.628703904935538,0.995232863019712,0.956418994078541,5.93771978237478,6.05364995008757,5.82770355988622,0.0325550152397715
"CZ-BK1",49.5021,18.5369,875,"ENF","Dfb",1316,-721.188962943925,-1203.81581407836,482.626851134432,6.76580641521881,8.29668015780138,0.641973130312305,5.74526284751474,0.302740047289202,0.694963782446933,1.84740988014755,1.12523607334286,235.810729980469,0.0357730749659989,0.0120026321170517,0.0397509935166537,0.00556177456332987,2.72051277160645,2.35948719978333,2.38190474510193,1.10446887016296,1.55531139373779,1.30051288604736,1.78417549133301,1.73194141387939,2.26527490615845,1.63956050872803,0.66813188791275,2.63743591308594,0.603207027932245,1.11335519581432,0.995219873551654,3.69182511046762,3.99546868603078,4.14027812543127,0.206387343449538
"CZ-wet",49.0247,14.7704,426,"WET","Dfb",604,70.6151128263089,-389.116430370916,459.731543197225,8.88685522941543,7.66466204725279,0.735638212513212,10.8132253400929,0.37503378460016,0.584404436097938,1.4022786353697,1.13282754642692,76.5517730712891,0.0129825577508196,0.416113924912191,0.00897346667317603,0.58764953276677,2.40065937042236,1.93604395389557,2.0073260307312,0.450329637527466,1.25604400634766,0.967179489135742,1.74241752624512,1.89846153259277,2.29699630737305,1.76249094009399,0.690695953369141,2.18908424377441,0.721225373942697,1.17786495169403,0.922696200965539,5.42045169851396,5.83656332654002,5.90689970312433,0.272867278856555
"DE-Gri",50.95,13.5126,385,"GRA","Cfb",901,-84.3058971155482,-629.360069874929,545.054172759381,8.80515360598816,7.49373311645192,0.726677589143819,10.0027177275838,0.350130308642465,0.674273161815291,2.34571107267526,1.24622199855632,89,0.019225380473901,0.250220438532461,0.0144407895792513,0.247630775505535,2.06080594062805,1.62827837467194,2.00783882141113,0.484249114990234,1.18219766616821,1.1541389465332,1.81728916168213,1.7753116607666,1.92879085540771,1.51926746368408,0.742197799682617,1.88608064651489,0.761422760266298,1.15396452141869,0.833277407283565,5.6069236221501,6.11092540673737,6.20961125807042,0.404777206448627
"DE-Hai",51.0792,10.4522,430,"DBF","Cfb",720,-504.954047563738,-945.685434726155,440.731387162417,8.57596530324274,7.52423386471052,0.86546747451367,5.644504683672,0.37783450464704,0.684471695389911,2.14589890517889,1.1460306090693,79,-0.0331794390249004,0.00113639885385234,-0.00162777098336484,0.839780598426961,1.80520148277283,1.32512817382813,1.89260075092316,0.481465291976929,1.23296709060669,1.22454204559326,1.8997802734375,1.84842472076416,2.04490871429443,1.54725284576416,0.784102535247803,1.83355309963226,0.673786317722733,1.00618347032733,1.14627812958429,3.76524076781146,3.89120104823707,3.74598648973143,0.1807645139369
"DE-Tha",50.9626,13.5651,385,"ENF","Cfb",843,-476.47260616411,-882.307324456534,405.834718292425,9.40255134094217,7.78619855684276,0.983414471537672,6.32749482863516,0.326846296310307,0.725934081726065,2.00341700710928,1.16948173188794,79,-0.0115613715907186,0.0206539152975213,-0.00659054858909422,0.149043560854535,2.06498165130615,1.53860802650452,2.06256403923035,0.564395523071289,1.2150182723999,1.18673992156982,1.82402896881104,1.76542148590088,1.9308422088623,1.53663005828857,0.692893886566162,1.91736271381378,0.701470303120775,1.06971221015948,1.05058149299615,3.48782109225639,3.69000589254662,3.64545757266404,0.332780522793288
"DK-Sor",55.4859,11.6446,40,"DBF","Cfb",660,-253.451435375052,-938.250953903608,684.799518528556,8.82631369621764,6.45614459332988,0.795399851125635,5.12869673967148,0.394364843810936,0.631647917171815,2.57819245043684,1.50674990203585,91.6742324829102,-0.02851566257974,1.06283013368718e-05,-0.0277914113020759,8.87923144701777e-06,1.20095238685608,1.29135527610779,1.76901097297668,0.944249057769775,1.3457145690918,1.60630035400391,1.59457874298096,1.57575054168701,1.39435901641846,1.50102596282959,1.07128210067749,1.21890110969543,0.574062645600123,0.789981005763246,0.866208189430577,7.5415721064502,7.68117788683186,7.49377297462452,0.163960615455701
"FI-Hyy",61.8474,24.2948,181,"ENF","Dfc",709,-214.382949914456,-519.418977913989,305.036027999533,4.80029616803279,9.11392688787079,1.14371117721843,6.32351845361954,0.244738757101438,0.505136386115172,1.94365967324957,1.07498614547381,44.4856986999512,-0.0330940060294969,5.90756036551231e-13,-0.0217984966336828,4.87127644844769e-07,3.75538463592529,2.35809535980225,3.5701096534729,2.38146524429321,2.11706967353821,2.43978042602539,1.69897422790527,1.9849084854126,1.31978015899658,2.46761908531189,2.17743587493896,2.83897433280945,0.682527679453595,1.6556754831978,1.41831283641707,3.97983597646193,4.35580725810145,4.15607991999688,0.578947316741658
"FI-Sod",67.3624,26.6386,180,"ENF","Dfc",500,98.6972586207745,-99.0395788368508,197.736837457627,1.02561155510018,10.6200674703173,0.602333311290254,8.27390854326396,0.142862776079565,0.331580343998496,0.518258002613718,0.482747210399041,133.773406982422,-0.0577162549580186,5.31919434867996e-07,-0.0586132504994024,5.26397462947755e-07,3.35443229675293,3.01992740631104,3.83238105773926,1.66388263702393,2.33318691253662,2.73699636459351,1.85120887756348,1.90490818023682,1.66798520088196,2.63655676841736,2.87304039001465,2.56315021514893,0.759425774740999,1.9262617268676,1.42682353223577,3.66827041222937,3.93530767961529,3.62421661427528,0.381574611581096
"FR-Pue",43.7413,3.5957,270,"EBF","Csa",883,-265.34770347093,-732.836142569957,467.488439099028,14.147002876442,6.64625290550396,0.608136711306325,8.55516864391312,0.353271042173543,0.675778763695069,2.07175444654842,1.46986950273851,62,0.0113081091709084,0.53842837596802,0.0124485344746221,0.301733032042033,1.38139181137085,1.74446873664856,0.865567684173584,0.0470327377319336,0.864615249633789,0.753919410705566,1.85670318603516,2.39150161743164,1.90783920288086,1.05230751037598,0.80388298034668,1.64695963859558,0.87304193222264,1.11430632562803,0.900749809126628,2.74267790828615,2.84692513269105,2.876071464761,0.404434306236523
"IT-Lav",45.9562,11.2813,1353,"ENF","Dfb",1291,-2013.89242509014,-2082.95244869487,69.0600236047377,7.39708481400843,6.82168159350408,0.790856523124964,5.964650641574,0.327520066819744,0.735570548306077,1.97831400822215,1.33768603981023,87.5299987792969,-0.0204822574175745,0.246325245271407,-0.0195154165018562,0.23764233280051,2.72732601165771,2.20652012825012,1.44322347640991,0.251282119750977,0.922857093811035,0.801538467407227,1.9609525680542,2.23531150817871,2.33369960784912,1.46630039215088,0.511428582668304,2.23260078430176,0.66117917781917,1.05199341490542,1.09271595113686,1.72944628072946,1.8570091779414,1.81590857602184,0.0782840250136543
"IT-MBo",46.0147,11.0458,1550,"GRA","Dfb",1214,-18.350249624446,-604.92334303489,586.573093410442,5.53432594616474,6.8589988729961,0.607323328466359,7.02143658759124,0.295786993724312,0.428941811449741,1.19291086045125,1.06205608811325,78.8899993896484,-0.0255567270128948,0.0568996647275814,-0.0262854843306057,0.0596980398265517,2.70564098358154,2.26424913406372,1.50930397510529,0.197948741912842,0.936923217773437,0.755750846862793,2.08234481811523,2.17692317962646,2.39750938415527,1.57831516265869,0.538901126384735,2.23018312454224,0.939152645690392,1.51626145300364,0.964754145880813,6.80647950278022,7.27956983511052,7.10227967528782,0.287134781870422
"IT-Noe",40.6062,8.1517,25,"CSH","Csa",588,-144.537083510501,-606.353192648342,461.816109137842,16.5881302557681,5.49241846551529,0.821192523588099,10.462381284221,0.277665954833359,0.625079712693846,1.20219994458626,1.78190961866561,77.9300003051758,0.0567945242147892,0.00160615976463507,0.0533140477408933,0.00239246098951411,1.28583653767904,1.44993893305461,0.873626708984375,0.311111132303874,0.786691347757975,0.94468879699707,1.45873069763184,1.97167332967122,1.90146446228027,1.08168506622314,0.683150291442871,1.29511578877767,0.694700540297426,0.813014589446079,0.666360665273521,2.42160560435821,2.57908321307137,2.67856078285616,0.269273183466568
"IT-Ren",46.5869,11.4337,1730,"ENF","Dfc",809.3,-680.608856043096,-994.568441120025,313.959585076929,4.72192737573099,7.05761298617528,0.675973909773953,7.23151181556196,0.255662626987094,0.544748506505867,1.53132670909628,1.0761966030888,102.099998474121,-0.0294584391553655,0.0192661943125807,-0.0297730566581356,0.00686980457775065,2.80117211341858,2.52036638259888,1.85238084793091,0.276630020141602,1.02989020347595,0.844908428192139,2.04820537567139,2.00102558135986,2.4110622882843,1.69582414627075,0.815750920772553,2.48732614517212,0.762129825637094,1.320043309656,1.16982119625422,2.88625359950175,3.18941457154469,3.08137607106498,0.241719295806388
"IT-SRo",43.7279,10.2844,6,"ENF","Csa",920,-383.795953448689,-1091.43838226272,707.642428814027,15.291688630844,6.44424641362175,0.444910321127998,8.73190391459075,0.310257224240999,0.684966945162407,1.93794501644079,1.64634649671419,76.8300018310547,-0.0334179608846734,0.00169474731403356,-0.0219176430547955,0.0276084468351126,1.56373637914658,1.58782058954239,1.08598899841309,0.317124605178833,1.02802205085754,1.01721572875977,1.91382741928101,2.26913928985596,2.21108078956604,1.40989065170288,0.500640869140625,1.42774742841721,0.751847759074126,1.02327951124572,1.01066252771893,4.32488502889496,4.28764305675789,4.1452491573737,0.233569100201619
"NL-Loo",52.1666,5.7436,25,"ENF","Cfb",786,-487.980266919582,-961.992316033615,474.012049114031,10.3806960511206,6.4191057494065,0.728915558368798,7.053604411298,0.330614881575931,0.723400637063758,1.93115606087135,1.31485589978045,57.4398231506348,-0.0315258799122435,0.0259320727278498,-0.0198365076503588,0.0936380182373898,0.875531136989594,0.61260073184967,1.1950183391571,0.201025676727295,0.841904640197754,0.770915222167969,1.49699611663818,1.30842456817627,1.49274730682373,1.14600763320923,0.749596977233887,1.37882785797119,0.484425815157518,0.487235331772232,0.574664809683714,4.61653019224875,4.77696954598373,4.69120531139485,0.0409889183453984
"RU-Fyo",56.4615,32.9221,265,"ENF","Dfb",711,19.6117064244288,-508.374615805551,527.98632222998,5.66924989682946,9.794733640798,0.730529525438932,6.72346269678303,0.285396237839374,0.611086080183997,1.67563701000629,1.03525759230627,56.6130409240723,-0.0334390313615083,0.0206300936835451,-0.0350072036349376,0.0193343562810254,2.88212461471558,2.26043949127197,2.95531129837036,2.71714282035828,1.68087940216064,2.60336971282959,1.85252723693848,1.63780193328857,1.57560434341431,1.66161170005798,1.27333331108093,2.7347252368927,0.471019643867646,1.01406098212819,1.07683331593172,6.12055041633378,6.69383709545125,6.45709162497011,0.546532102858513
"ZA-Kru",-25.0197,31.4969,359,"SAV","Bsh",547,37.0507554304544,-379.368596260941,416.419351691397,21.9532696598711,3.26109659364225,0.651672491596864,10.9522164682008,0.270693111951583,0.456128619026511,1.01300265944355,1.22969405612954,46.1278533935547,-0.151221491057633,1.30161765264957e-09,-0.0445803380703442,0.00108979149271215,1.40608139038086,1.21963386535645,1.59714279174805,1.04175720214844,1.38578758239746,0.84315013885498,1.54410257339478,1.01399230957031,1.67406616210938,1.47604522705078,1.26468849182129,1.18564109802246,0.850209385857057,1.1089627361635,1.11900174687019,4.51892484115493,4.23298492891785,3.57401741170878,0.158309449331466
"IT-Tor",45.8444,7.5781,2160,"GRA","Dfc",920,-53.3990208020822,-378.88073967873,325.481718876648,3.56659101969567,6.66248491964086,0.7840929524192,7.57881529228821,0.208387361016361,0.34270653172678,0.901416537606743,0.668415359477453,85.8399963378906,-0.0122127032539332,0.657793891300481,0.00400743004329516,0.885961281812803,2.46021962165833,2.51890110969543,1.68417592048645,0.138388276100159,0.835164856910706,0.773406541347504,1.86732606887817,2.23135557174683,1.92095246315002,1.26527471542358,0.846959817409515,2.17267413139343,0.966449142971369,1.50724179545592,1.62628216282798,3.38244315994647,3.69940518940678,3.62665503555082,0.0514598181382922
"BE-Dor",50.311876,4.968113,250,"GRA","Cfb",581.795,-97.4769541054538,-959.952631189559,862.475677084107,10.1035293689974,6.15492877853217,0.58167706777697,8.68303806917144,0.445718875509951,0.647235439687862,1.45816333652462,1.1564227526124,83.4498748779297,-0.00511208415238717,0.562783881240595,-0.00993810459359872,0.222750769257069,0.915604376792908,0.755384647846222,1.1260073184967,0.095164680480957,0.787765693664551,0.853919219970703,1.71545810699463,1.78080577850342,1.62857131958008,0.987399387359619,0.574285554885864,1.39787545204163,0.809473630451852,0.851177815546996,0.920332771022723,7.33490048387952,7.8489057472042,7.81206480259916,0.470351500083531
"CH-Fru",47.115833,8.537778,982,"GRA","Dfb",1651,-298.756141864221,-912.35786013888,613.601718274661,8.04039474345066,7.20765234115182,0.634855889343677,7.57093251731358,0.412596028600113,0.604985806752047,1.83881503688333,1.28410118381219,82.6319885253906,0.00406021241309781,0.544058304346503,0.00938725165854489,0.152052588891334,2.50571427345276,2.29919414520264,1.8980952501297,0.353479814529419,0.863370227813721,0.682271194458008,1.98007335662842,2.02571449279785,1.90520133972168,1.446226978302,1.10593404769897,2.42102565765381,0.808073943454621,1.31219765944464,1.06171749637497,8.04184942744588,8.83885664564884,8.87704142043495,0.314519148549235
"CZ-RAJ",49.443724,16.696513,648,"ENF","Dfb",681,-383.809907796587,-859.185069446136,475.37516164955,8.30023571955898,8.57815740149597,0.662898357364048,5.83909880537581,0.270829953171355,0.629061353303186,1.63129726566981,1.12315591369686,124.493309020996,0.0171496594608114,0.341776555697997,0.0134568436065866,0.349409358433373,2.53567757606506,2.0140659570694,2.23098902702332,0.779194068908691,1.46490879058838,1.18102588653564,1.84146518707275,1.83531131744385,2.17333316802979,1.59692306518555,0.718754601478577,2.34827833175659,0.578627777826064,0.999093775292584,0.956436310804739,3.65832795197202,3.84295107189487,3.90650509535239,0.395778585906382
"CZ-Stn",49.035975,17.9699,564,"DBF","Dfb",685,-278.430872105195,-821.369317578759,542.938445473565,8.98118323087432,8.37801424119843,0.696085383636686,5.97823673125527,0.361638678191261,0.655961826544872,2.35591902498838,1.20967255214406,84.7341232299805,-0.00942934481298744,0.392068954442336,-0.00271133301514448,0.81394156271265,2.70161170959473,2.2856409072876,2.26131873130798,0.897948741912842,1.47575101852417,1.32300357818604,1.86227111816406,1.91772899627686,2.40197792053223,1.72791223526001,0.639633691310883,2.5470329284668,0.65570417558321,1.20441008353546,1.21364713277692,4.84435302520023,4.83921726387668,4.78415343187516,0.116357727192094
"DE-Obe",50.78666,13.72129,743,"ENF","Dfb",996,-226.057689823698,-858.858946476769,632.801256653071,6.93168692786418,7.7274844884537,0.792809281506245,5.24218428812131,0.281580622623092,0.706213975858283,1.64479758725273,1.1115747671808,89,-0.00436513838833111,0.684292095892503,0.00940205568988436,0.399896646422652,2.09362635612488,1.63472542762756,2.00820505619049,0.516410326957703,1.20937719345093,1.19025630950928,1.78959712982178,1.79721622467041,1.92901105880737,1.53238077163696,0.739267408847809,1.94835159778595,0.711027414265144,1.08955618180269,0.998811277653858,5.47545424108299,5.71543026825102,5.69056552509174,0.439999940281032
"DE-RuR",50.6219,6.3041,514.7,"GRA","Cfb",1033,-118.192484701705,-824.359910137154,706.16742543545,8.58524093522313,6.439987981193,0.695806873549869,7.15743946093915,0.473789227156307,0.688206330812844,2.0013628520554,1.30888883883662,70,0.00717339152325072,0.438590825042746,0.00812072890884231,0.339624022405615,1.19648351669312,0.827472519874573,1.38717949390411,0.15238094329834,0.878461647033691,0.981538200378418,1.88095226287842,1.81369953155518,1.82139205932617,1.15355310440063,0.647325992584229,1.655091547966,0.724818875659247,0.869512705282733,0.74120354731171,6.52318397402699,6.74678955316052,6.78275738501554,0.456094701596528
"CH-Aws",46.583194,9.790417,1942,"GRA","Dfc",918,-343.08964268401,-843.345162258304,500.255519574291,4.73601530718731,6.40748652085589,1.24788751480249,7.59069397535372,0.162847466496808,0.351048982273674,0.873428716871161,0.77464745017192,98.2575454711914,-7.55371256519071e-05,0.994404102459623,0.00389998263328374,0.700513985545656,2.78703269958496,2.69304046630859,1.97604398727417,0.332087898254395,0.998754596710205,0.947985327243805,2.2615385055542,2.30117220878601,2.18461537361145,1.65479853153229,0.989670372009277,2.57245416641235,0.75689670038972,1.36867070338307,1.2929883598912,6.1395085689542,6.7312815558158,6.73062415291143,0.208200444833806
