"","site_ID","RMSE","R2","control_year","window_size","nwindow","TAS","TASp"
"68","FI-Sod",1.71512695472819,0.440847877373966,2007,21,7,-0.0507634834259767,5.59705628486369e-05
"69","FR-Pue",1.14930239084413,0.589764056504433,2011,21,9,-0.0125067830719733,0.54993911992541
"70","IT-Lav",2.21614391163998,0.104926246176119,2014,21,9,-0.0261484276381819,0.285802628856116
"71","IT-MBo",2.84135357840802,0.338971019294666,2010,21,3,-0.0227277479811939,0.19986515328583
"72","IT-Noe",1.48218446386367,0.388364560679829,2006,21,8,0.0485067860630031,0.029656407279092
"73","IT-Ren",2.05414999941285,0.294896328499962,2004,21,11,-0.0238930653155206,0.155419801251344
"74","IT-SRo",2.4486343447984,0.353594373167795,2002,21,11,-0.0407168044610254,0.00388269243705191
"75","NL-Loo",2.85539398980413,0.109785891725005,2012,21,7,-0.0316811367891512,0.0324311785200133
"76","RU-Fyo",2.50626014490267,0.432705050834145,2013,21,4,-0.0257688867370072,0.284570482969052
"77","ZA-Kru",1.84733917086028,0.529046134382852,2008,21,5,-0.126623292851651,2.53677340961381e-06
"78","IT-Tor",2.99592559926683,0.0574098696103785,2011,21,5,0.0106252786831462,0.658453738015535
"79","BE-Dor",1.8559052497756,0.589078428300801,2014,21,10,-0.00346529442640137,0.755384011169846
"80","CH-Fru",3.47281029414587,0.384182084304655,2011,21,9,0.0134882622378178,0.125348410548165
"81","CZ-RAJ",1.46378118980606,0.585915351012289,2019,21,10,0.0298613649072157,0.24415291254416
"82","CZ-Stn",2.76979650050773,0.159200291809151,2021,21,7,-0.0149854815070651,0.341003955127214
"83","DE-Obe",2.17273462877011,0.540468419221764,2014,21,8,-0.00154692510312699,0.913744720715514
"84","DE-RuR",2.11161696386722,0.544082505824402,2016,21,7,0.0222229789219774,0.0351516752906678
"85","CH-Aws",3.80303556624798,0.268261799104549,2020,21,7,0.0167101414248858,0.238902643800575
"86","ES-LJu",0.623518069828064,0.19585107897143,2020,21,8,-0.0962045172707599,0.0167499941757826
"87","FR-FBn",1.40853124235698,0.348460218171272,2016,21,12,0.0571429313419976,0.021876917212106
"88","FR-Fon",3.79969668578116,0.138890119452366,2024,21,8,0.01482920786591,0.444232995598153
"89","GF-Guy",5.76861663563089,0.04575933050647,2005,21,17,0.0480850522890973,0.00746459619429441
"90","IL-Yat",0.789353761541221,0.397617393080977,2005,21,7,-0.0325216171441536,0.0499020122395482
"91","SE-Deg",0.366536898685605,0.574003128781476,2020,21,5,0.0362414919379681,0.0169671049617993
"92","IT-SR2",3.24843504698084,0.350535766629929,2023,21,11,-0.0243926779210653,0.11587922045333
"93","CH-Dav",5.33788230413025,0.134079485647255,2012,21,8,-0.0355305456066611,0.0151918249064513
"94","DE-Akm",2.83757129499806,0.311526223226533,2022,21,4,0.0197433414809993,0.585326966882852
"95","DE-Hte",1.82808414599501,0.290619485966362,2016,21,5,0.0992781237568064,0.0162553570734206
"96","DE-Hzd",4.28664629933103,0.199639809312001,2019,21,3,-0.0650043904223135,0.123480404286995
"97","DE-RuC",1.21168546904401,0.564228496297203,2023,21,3,0.0253832366233063,0.478667777573881
"98","DE-RuW",3.34427825396412,0.329025554711737,2017,21,11,0.0367816290651823,0.0761886722217176
"99","DE-SfS",4.81840102408465,0.13614907187294,2014,21,12,0.00669359557920127,0.818557369792791
"100","FR-Bil",1.72418357092092,0.430912760175668,2015,21,11,-0.0507222748638739,0.00742247351777255
"101","IT-TrF",2.90761731945279,0.0202281971578355,2017,21,9,0.0489971052347455,0.00324590585175724
"102","SE-Nor",1.8102919563049,0.481354244879782,2015,21,3,-0.0456948796653218,0.204528229679552
"103","SE-Svb",1.75733569280164,0.522482502239081,2023,21,6,-0.0209814784769431,0.27817156902766
"104","UK-AMo",1.33251313571219,0.334927062317025,2007,21,5,0.00599493977816351,0.782913870909141
"105","CA-Mer",2.19969938831988,0.179268774607829,2009,21,7,-0.0680302996022354,4.54212546520162e-05
"106","CA-TPD",3.76159459839031,0.15319676046439,2019,21,6,0.0304944016698119,0.141587539205546
"107","US-BZS",4.5395612119451,0.0726741036097019,2019,21,7,0.102786585227722,0.0173917857920787
"108","US-Cwt",5.67243769473826,0.0967671899615968,2024,21,5,0.0379991261331028,0.528238448380645
"109","US-Rls",1.09920475317885,0.312252486440823,2015,21,7,-0.0343068795853894,0.0229852516051562
"110","US-Rws",0.828528590918646,0.305902653761067,2019,21,6,-0.0151567426989687,0.215735984884826
