"var","x","y025","y050","y","y950","y975","x_norm"
"elev",-5,0.00166940801498403,0.00392954518090944,0.025870205896012,0.0435158806497326,0.0459380137906548,-1.68168198499078
"elev",59.04,-0.00174004045356545,-0.000761444205935099,0.00700010201182097,0.0178136912301056,0.0188992634410347,-1.61441470559115
"elev",123.08,-0.00474664312985613,-0.00307568972928015,0.00427636064965878,0.0123661890811016,0.0149953209560177,-1.54714742619152
"elev",187.12,-0.00551834222501447,-0.00447270302797639,0.00235407073357759,0.0106315490382925,0.0116467862617908,-1.47988014679189
"elev",251.16,-0.00377907746824989,-0.00189854011042473,0.00471990549968401,0.0115611393003301,0.0130224744132884,-1.41261286739226
"elev",315.2,-0.00156940665017679,-0.00100978066977563,0.00577935774876693,0.0123762657855948,0.0141354812967145,-1.34534558799263
"elev",379.24,-0.00168532400722472,-0.00103492297034698,0.00499592166899456,0.0110518426013004,0.0128672919943031,-1.27807830859299
"elev",443.28,0.000496603148281385,0.000940876523934171,0.00677826549233489,0.0123812647314854,0.0139671838104278,-1.21081102919336
"elev",507.32,0.000976668314424669,0.00158737967828556,0.00691764103910691,0.0124799192934691,0.0138892862821581,-1.14354374979373
"elev",571.36,0.000757812242425074,0.00146332823614682,0.00676266903777027,0.0122665337606665,0.0135272006146376,-1.0762764703941
"elev",635.4,-0.00125779898909536,0.00023164256928444,0.00597882779214945,0.0120209514546527,0.0132669692450836,-1.00900919099447
"elev",699.44,-0.00184765944113587,-8.32197770358198e-05,0.00571596707817077,0.0117131259925899,0.0134175067603026,-0.941741911594838
"elev",763.48,-0.00177420075583435,-3.70136845720818e-05,0.00572925553752553,0.0117103375534463,0.0134134189791487,-0.874474632195206
"elev",827.52,-0.00118220518861587,0.000304741429225965,0.00607918755838889,0.012431579815515,0.0134123824095561,-0.807207352795575
"elev",891.56,-0.00387013376843777,-0.00140658752190701,0.00559464656403991,0.0118247043723889,0.0129663400267393,-0.739940073395944
"elev",955.6,-0.0104040955659071,-0.00775071078159664,0.00188564675834535,0.0107853919502794,0.011590077076576,-0.672672793996313
"elev",1019.64,-0.00956621001019826,-0.00760836459728835,0.00176244644141574,0.010066838860168,0.0112307061792317,-0.605405514596681
"elev",1083.68,-0.0104159477486673,-0.00930198784689759,0.000660462340541054,0.00793001367080815,0.00842370919005016,-0.53813823519705
"elev",1147.72,-0.0112413051238599,-0.010277890129186,-0.000192513591123589,0.00623599904961872,0.00824954642400273,-0.470870955797419
"elev",1211.76,-0.0112602178481147,-0.0102913997584701,-0.00025976473654966,0.00608622160549706,0.00818600980466873,-0.403603676397787
"elev",1275.8,-0.0112676798510949,-0.0105891679996838,-0.000243696782343767,0.00608510328862673,0.00810277730355487,-0.336336396998156
"elev",1339.84,-0.011290745660492,-0.010583237539716,-0.00023003665645735,0.00597256295125583,0.00785916185448243,-0.269069117598525
"elev",1403.88,-0.011290745660492,-0.0105835036419416,-0.000228259165961451,0.00597256295125583,0.00769459661252233,-0.201801838198894
"elev",1467.92,-0.0112928544789815,-0.0105835036419416,-0.000224539954273781,0.00596992127252708,0.00769459661252233,-0.134534558799263
"elev",1531.96,-0.0125107396988958,-0.0107096381410446,-0.000399982876256902,0.00573787437722012,0.00767390077113645,-0.0672672793996315
"elev",1596,-0.0134509071596149,-0.0115665659954326,-0.00154281528864614,0.00544137405921806,0.00652534234650141,0
"elev",1660.04,-0.0150533177414497,-0.012561783171177,-0.00250384726192462,0.00547180392419273,0.00647018936514627,0.0672672793996312
"elev",1724.08,-0.0148607204744036,-0.0124656681706057,-0.0024474394030069,0.00560298984649779,0.0066743341601163,0.134534558799262
"elev",1788.12,-0.0141070258003724,-0.0124675978892291,-0.00214601224006316,0.00560423064546727,0.00689157920874088,0.201801838198894
"elev",1852.16,-0.0136741750227386,-0.0121765635412787,-0.00152923258076365,0.00583818797082808,0.00722270629307498,0.269069117598525
"elev",1916.2,-0.013222332523112,-0.0112915430505202,-7.37030630496238e-05,0.00855874716456802,0.0107866812892304,0.336336396998156
"elev",1980.24,-0.013222332523112,-0.0111171393161533,3.11222435526925e-05,0.00855874716456802,0.010789932640052,0.403603676397787
"elev",2044.28,-0.0131839040186948,-0.011101669963292,0.00136956063518103,0.0116120879262298,0.0136676275798777,0.470870955797419
"elev",2108.32,-0.0131839040186948,-0.011101669963292,0.00136956063518103,0.0116120879262298,0.0136676275798777,0.53813823519705
"elev",2172.36,-0.0131839040186948,-0.011101669963292,0.00136956063518103,0.0116335941793137,0.0136676275798777,0.605405514596681
"elev",2236.4,-0.0131839040186948,-0.011101669963292,0.00136956063518103,0.0116335941793137,0.0136681486646857,0.672672793996312
"elev",2300.44,-0.0131839040186948,-0.011101669963292,0.00136956063518103,0.0116335941793137,0.0136681486646857,0.739940073395943
"elev",2364.48,-0.0131839040186948,-0.011101669963292,0.00133998364578876,0.0117546671834661,0.0136832020911182,0.807207352795575
"elev",2428.52,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136832020911182,0.874474632195206
"elev",2492.56,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136832020911182,0.941741911594838
"elev",2556.6,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136836732011098,1.00900919099447
"elev",2620.64,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136836732011098,1.0762764703941
"elev",2684.68,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136836732011098,1.14354374979373
"elev",2748.72,-0.013106872963457,-0.0111432084667465,0.00131054063133481,0.0113945873249624,0.0136836732011098,1.21081102919336
"elev",2812.76,-0.013106872963457,-0.0111407121774192,0.00136956063518103,0.0114285800823121,0.0136836732011098,1.27807830859299
"elev",2876.8,-0.013106872963457,-0.0111407121774192,0.00136956063518103,0.0114285800823121,0.0136836732011098,1.34534558799262
"elev",2940.84,-0.0130015633803709,-0.0111407121774192,0.0014492097089846,0.0114285800823121,0.0136836732011098,1.41261286739226
"elev",3004.88,-0.0130015633803709,-0.0111407121774192,0.0014492097089846,0.0114285800823121,0.0136836732011098,1.47988014679189
"elev",3068.92,-0.0130015633803709,-0.0111407121774192,0.0014492097089846,0.0114285800823121,0.0136836732011098,1.54714742619152
"elev",3132.96,-0.0130015633803709,-0.0111407121774192,0.0014492097089846,0.0114285800823121,0.0136836732011098,1.61441470559115
"elev",3197,-0.0130015633803709,-0.0111407121774192,0.0014492097089846,0.0114285800823121,0.0136836732011098,1.68168198499078
"mat",-6.72227740285918,-0.0456118988899014,-0.0429495603532531,-0.00691983581926764,0.0145963582729295,0.0175035860010365,-1.68168198499078
"mat",-6.06978403123073,-0.0456118988899014,-0.0429800566902876,-0.00691983581926764,0.0145963582729295,0.0175035860010365,-1.61441470559115
"mat",-5.41729065960228,-0.0456118988899014,-0.0429800566902876,-0.00751359603678725,0.0145963582729295,0.0175035860010365,-1.54714742619152
"mat",-4.76479728797383,-0.0456118988899014,-0.0429800566902876,-0.00751359603678725,0.0145963582729295,0.0175035860010365,-1.47988014679189
"mat",-4.11230391634538,-0.0365606233195589,-0.0266351025661274,-0.000489427652230784,0.0150577727832042,0.0175035860010365,-1.41261286739226
"mat",-3.45981054471693,-0.0251355374326477,-0.0176593429979986,0.000725991478923339,0.0150577727832042,0.0175035860010365,-1.34534558799263
"mat",-2.80731717308848,-0.010184240448108,-0.0084136560930465,0.0038014976880966,0.0151528784499891,0.0187353079669804,-1.27807830859299
"mat",-2.15482380146003,-0.00798185132850744,-0.00663626293990263,0.00398857516084458,0.0151528784499891,0.0187353079669804,-1.21081102919336
"mat",-1.50233042983158,-0.00791298793703678,-0.00641209740848198,0.00400516663009481,0.0151528784499891,0.0187353079669804,-1.14354374979373
"mat",-0.849837058203134,-0.0072412692095566,-0.00539053745034315,0.00683769764664421,0.0175789345959604,0.019624820065679,-1.0762764703941
"mat",-0.197343686574684,-0.00718450610923535,-0.00430067513400888,0.00669470663139311,0.0168396818684645,0.0173466457586654,-1.00900919099447
"mat",0.455149685053765,-0.00554521538854099,-0.00434483199863011,0.00413327652583849,0.0130747801560905,0.0143858358881274,-0.941741911594838
"mat",1.10764305668221,-0.00542294136844656,-0.00443203732686736,0.00288948373523737,0.0119313228158041,0.0129473607604281,-0.874474632195206
"mat",1.76013642831066,-0.00326426178049994,-0.00140518903550211,0.0044059261304746,0.0116039010598799,0.0126056906714137,-0.807207352795575
"mat",2.41262979993911,-0.00227796521739947,-0.00102895602319765,0.00513889213583951,0.0117843071460347,0.0126056906714137,-0.739940073395944
"mat",3.06512317156756,-0.0023521034813747,-0.00119757653654161,0.00509469196287331,0.0117647400945202,0.0126054004593898,-0.672672793996313
"mat",3.71761654319601,-0.00251030547847403,-0.00149933080183111,0.00500535000027443,0.0118101770914606,0.0125857585653119,-0.605405514596681
"mat",4.37010991482446,-0.00308501835378014,-0.00196306253619396,0.00456270780098759,0.0109790769349374,0.0121944647758862,-0.53813823519705
"mat",5.02260328645291,-0.00250179434562605,-0.00191647178797036,0.00453100402361389,0.0109722326631444,0.0120730510489447,-0.470870955797419
"mat",5.67509665808136,-0.00235703707205196,-0.00120588888696145,0.00464711489183026,0.0109799061121373,0.0114858173829015,-0.403603676397787
"mat",6.32759002970981,-0.00229670229328168,-0.000846365296238736,0.00475510167689548,0.0109018554686983,0.0122528392803475,-0.336336396998156
