"site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"DE-SfS",2017,"307_313",104,6,0.166441335175,-0.0030082147802775,8.56029171,990.9822625,NA,6.90404761904762,0.861831386635968,-0.288431317264349
"DE-SfS",2018,"307_313",106,6,0.18883858065,-0.001371117157977,9.243780455,990.9822625,NA,7.7535,1.15608110512163,0.00530024526741006
"DE-SfS",2019,"307_313",102,6,0.17632753545,-0.00256671218064,8.68463195,990.9822625,NA,8.29291666666667,0.934143040647066,-0.207861386696407
"DE-SfS",2020,"307_313",206,123,0.1972888595,-0.000193593047232,9.642756635,990.9822625,NA,NA,1.36082147999491,0.168352864142163
"FR-Bil",2015,"39_53",110,9,0.0509933607410565,-0.00216729277796,1.66379879,1.263183301588,NA,9.2410406883231,2.04640191431272,0
"FR-Bil",2016,"39_53",198,0,0.1483155968,-0.003539275857522,0.8424049135,1.263183301588,NA,9.82692475000658,2.52490434155784,0.210120090182301
"FR-Bil",2017,"39_53",176,3,0.1409973662,-0.002516011375205,0.6837321095,1.263183301588,NA,10.1510762346983,2.08915538495371,0.0206767749698516
"FR-Bil",2018,"39_53",104,3,0.11273692195,-0.00246753190617,0.918472759,1.263183301588,NA,8.90047274436179,2.13471228485216,0.0422487891102814
"FR-Bil",2019,"39_53",131,0,0.1427469009,-0.0029707136942,0.6924151355,1.263183301588,NA,13.2007178881729,2.02410226159392,-0.0109568126440118
"FR-Bil",2020,"39_53",132,0,0.1251129773,-0.002396626986105,1.984055633,1.263183301588,NA,11.0142603131252,5.19879697220801,0.932344160027201
"FR-Bil",2021,"39_53",117,0,0.1374946954,-0.0026663008230178,0.687292712,1.263183301588,NA,10.8238414120271,1.98652018953784,-0.0296986277032883
"FR-Bil",2022,"39_53",148,0,0.1259733157,-0.0041438091823,1.309862594,1.263183301588,NA,10.2481734555456,2.86205898868448,0.335458204626888
"FR-Bil",2023,"39_53",160,3,0.1658198461,-0.002691557842475,0.56445627,1.263183301588,NA,9.45725403653402,2.24115938667209,0.0909102280068159
"FR-Bil",2024,"39_53",160,0,0.13700490205,-0.00403081417935,1.1311280575,1.263183301588,NA,11.7813594902115,2.78957673289077,0.309806788387218
"FR-Bil",2015,"53_67",124,6,0.0438558772794,-0.00273274614255,2.9188822465,11.43532549175,NA,10.7918306298593,2.27975151224827,0
"FR-Bil",2016,"53_67",217,0,0.16329346775,-0.0038963495669,1.034530043,11.43532549175,NA,9.69967860006309,2.48148106840869,0.084789135753515
"FR-Bil",2017,"53_67",169,0,0.16395698395,-0.00192603639023,0.660111943,11.43532549175,NA,11.0339483905215,1.93519953104838,-0.1638560131845
"FR-Bil",2018,"53_67",107,0,0.096663261586,-0.00436370679345,2.108701899,11.43532549175,NA,8.22601193817463,2.3439774223717,0.0277827884034538
"FR-Bil",2019,"53_67",244,6,0.1485590627,-0.00310059425865,1.203616421,11.43532549175,NA,13.8970582806206,2.64395037205684,0.148207700618455
"FR-Bil",2020,"53_67",205,0,0.090873474995,-0.00514917604945,5.763790185,11.43532549175,NA,10.4972523017014,5.60373561651883,0.899366998553313
"FR-Bil",2021,"53_67",120,3,0.0991777858765,-0.0062669909075,3.16172789,11.43532549175,NA,10.6429825562233,2.96854567301447,0.264005709329297
"FR-Bil",2022,"53_67",122,3,0.12676530225,-0.002041565877711,1.5618484415,11.43532549175,NA,9.88390399289754,3.11125072966718,0.31095835805411
"FR-Bil",2023,"53_67",142,0,0.12464235575,-0.00278451487365,1.4573485535,11.43532549175,NA,8.08584144181266,2.6342222108563,0.144521511103717
"FR-Bil",2024,"53_67",221,0,0.11316294885,-0.002218104902745,1.2226091425,11.43532549175,NA,9.96449515575203,2.06873004879774,-0.0971315351598906
"FR-Bil",2015,"67_81",137,6,0.1049634088375,-0.005197218833,2.095235375,0.70567372115025,NA,10.6553785565676,3.22209066572445,0
"FR-Bil",2016,"67_81",103,3,0.17582808955,-0.0013933575590035,0.519684277,0.70567372115025,NA,9.43599108460706,3.10322584947694,-0.03758825688693
"FR-Bil",2017,"67_81",111,3,0.14122478245,-0.0025785250452,0.8112996255,0.70567372115025,NA,11.7246860477562,2.68592184144585,-0.182006424754204
