0,site_ID,LAT,LONG,ELEV,IGBP,Climate_class,MAP,NEE,NEE_day,NEE_night,MATA,SSTA,IATA,DRTA,EVI,NDVI,LAI,GPP,SOC,TAS_tot,TAS_totp,TAS,TASp,Tmin1,Tmin2,Tmin3,Tmin4,Tmin5,Tmin6,Tmin7,Tmin8,Tmin9,Tmin10,Tmin11,Tmin12,TS_TA,TSmin_c,TSmin_c_gs,NEE_night_mod_p,NEE_night_mod_f,NEE_night_mod_fa
75,RU-Fyo,56.4615,32.9221,265,ENF,Dfb,711,79.80165481,-468.2706558,548.0723106,5.501188621,9.866869421,0.729567956,6.809816949,0.285396238,0.61108608,1.67563701,1.035257592,56.61304092,-0.035660795,0.018911565,-0.04413347,0.042581162,2.882124615,2.260439491,2.955311298,2.71714282,1.680879402,2.603369713,1.852527237,1.637801933,1.575604343,1.6616117,1.273333311,2.734725237,0,0,0,0,0,0
90,SE-Deg,64.182,19.5565,270,GRA,Dfc,523,-52.35171376,-113.8946477,61.54293393,2.578362907,9.399473566,0.902916428,8.829492384,0.209691561,0.403204798,0.922377521,0.793380385,81.22222137,0.021781705,0.067320611,0.024517025,0.023270383,3.238315201,2.996923065,3.677069855,1.699120879,2.489230728,2.441025639,1.665494728,1.927106476,1.482344151,2.3421978,2.041758251,2.097435856,0,0,0,0,0,0
100,SE-Nor,60.0865,17.479504,58,ENF,Dfb,586,340.2249983,-264.6121591,604.8371574,7.185461238,7.74042637,0.623036401,6.971471379,0.292976502,0.628251314,1.788374987,1.167303817,68.95765686,-0.031657553,0.236958538,0.002514974,0.954801697,2.851648378,2.331501865,2.987765455,1.715457821,1.696117306,2.144468689,1.801391411,1.951502228,1.547618675,2.141172266,1.765860796,1.813626337,0,0,0,0,0,0
101,SE-Svb,64.25611,19.7745,267,ENF,Dfc,614,-113.9029404,-440.4116726,326.5087321,3.386623931,8.949932408,0.546643846,6.194548662,0.25498886,0.570681358,1.524929427,0.896430905,61.38302612,-0.02341658,0.175776888,-0.018469588,0.330736446,3.350622559,3.050036621,3.615238285,1.938901162,2.454725313,2.480073452,1.867911911,1.809157372,1.542637348,2.330036688,2.096923018,2.120439148,0,0,0,0,0,0
102,UK-AMo,55.792545,-3.2436917,268,WET,Cfc,960,-16.62584626,-340.8848984,324.2590522,7.884964506,4.76749738,0.654102741,7.014144079,0.398443313,0.614110666,1.247713668,0.935491585,156.6340027,0.018803869,0.434553815,0.041389818,0.060624624,0.225494486,0.635897446,0.820732522,0.472966957,0.690036392,0.633186531,1.563369942,1.374139214,0.965421391,1.097509289,0.585347986,0.890256417,0,0,0,0,0,0
31,US-Bar,44.0646,-71.2881,272,DBF,Dfb,1245.77,-183.1758899,-592.5895303,409.4136405,7.52986439,10.14496199,0.58312373,9.803626716,0.387836521,0.655113031,2.262319668,1.272860499,69.14467397,0.022187658,0.366754356,0.048980918,0.105671984,3.098901176,2.942344475,2.840805912,2.214139223,1.755091667,2.019047356,2.232161522,2.382637024,1.772307491,1.651355314,2.361465216,2.696556568,0,0,0,0,0,0
44,US-BZB,64.6955,-148.3208,100,WET,Dfd,274,25.04507779,-147.606625,172.6517028,-1.539408274,14.93382051,1.591506004,13.04604046,0.173610722,0.360845194,0.643543462,0.669770631,78,0.04631792,0.32007341,0.075349321,0.172798031,3.016556168,1.043663025,3.517362595,1.937582588,1.599194288,1.712894249,2.110915565,2.257655811,1.988717985,0.94593401,3.168498802,2.342563629,0,0,0,0,0,0
45,US-BZF,64.7013,-148.3121,95,WET,Dfd,274,41.21709943,-154.7445154,195.9616148,-1.183985256,14.8273452,1.564425398,12.0930751,0.195722752,0.389992774,0.851519518,0.752174907,91,-0.035940755,0.600383131,-0.016410093,0.81083682,3.016556168,1.043663025,3.517362595,1.937582588,1.599194288,1.712894249,2.110915565,2.257655811,1.988717985,0.94593401,3.168498802,2.342563629,0,0,0,0,0,0
105,US-BZS,64.6963,-148.3235,100,ENF,Dfd,274,-9.976966292,-214.5929265,204.6159602,-0.938035049,14.93062128,1.393349031,11.79123582,0.173681441,0.361167419,1.132463954,0.843841528,78,0.028268949,0.730658094,0.043181652,0.558599142,3.016556168,1.043663025,3.517362595,1.937582588,1.599194288,1.712894249,2.110915565,2.257655811,1.988717985,0.94593401,3.168498802,2.342563629,0,0,0,0,0,0
53,US-Ced,39.8379,-74.3791,58,CSH,Cfa,1138,-81.89364433,-716.8616897,634.9680453,12.02906544,9.123204938,0.711612046,9.751491014,0.345113921,0.696850985,2.277825488,1.573939618,28,0.007720458,0.722508105,0.013647505,0.445498961,2.360219765,2.191355181,2.085421228,1.394798565,1.379780388,1.351942062,1.796263504,1.834725952,1.915458488,1.408571053,2.208937693,2.131062269,0,0,0,0,0,0
11,US-CMW,31.6637,-110.1777,1199,DBF,Bsh,288,-369.4642007,-670.4184077,300.954207,17.01686845,7.434365108,0.398825588,18.12271666,0.165785473,0.312382748,0.524831265,0.452409511,12,-0.096794742,1.45E-12,-0.033911284,0.00879374,0.4951648,0.692161131,0.137729073,0.269304276,0.967765808,0.735824585,0.979340363,1.303297043,1.530255508,1.75875473,0.890329552,0.698315001,0,0,0,0,0,0
106,US-Cwt,35.0592,-83.4275,690,DBF,Dfb,1800,-40.58585957,-706.4691213,665.8832618,13.25516817,7.257318772,0.449963366,10.70158266,0.428328993,0.728966439,2.617577958,1.450860096,45,-0.03221802,0.458109486,0.00031984,0.994116345,1.586666703,1.028644669,1.222857165,0.696336842,1.096703339,1.211941338,1.954725266,1.832674026,1.959926796,1.461245346,2.280805826,1.511794853,0,0,0,0,0,0
14,US-GLE,41.3665,-106.2399,3197,ENF,Dfc,1200,-41.06721474,-303.7133127,262.6460979,0.332191423,9.374343379,0.758923001,6.965512273,0.192594687,0.394892674,0.43781156,0.412233439,34,0.020993322,0.367878021,0.075158937,0.00869923,1.880146408,3.30681324,2.388791275,2.479780388,2.73765564,2.711941338,2.376849651,3.097802162,2.692893744,3.361318588,2.491208553,2.585274506,0,0,0,0,0,0
4,US-Ha1,42.5378,-72.1715,340,DBF,Dfb,1071,-255.8035223,-728.151619,472.3480967,8.297445324,9.80788058,0.876678293,8.105718341,0.40356279,0.704857136,2.480657874,1.309982489,76,0.026698476,0.033941516,0.047932914,3.01E-05,2.858827972,2.583370018,2.528937769,1.920512843,1.791208839,1.809890175,2.041392136,2.313699341,1.797216034,1.439926624,2.127399302,2.380659199,0,0,0,0,0,0
5,US-Ha2,42.5393,-72.1779,360,ENF,Dfb,1071,-456.6123194,-777.3563094,320.7439901,8.439072822,9.896752583,0.453299542,8.095722153,0.40356279,0.704857136,2.556712065,1.317510843,110.2676788,0.020891321,0.340799599,0.048540277,0.041781369,2.858827972,2.583370018,2.528937769,1.920512843,1.791208839,1.809890175,2.041392136,2.313699341,1.797216034,1.439926624,2.127399302,2.380659199,0,0,0,0,0,0
12,US-Ho1,45.2041,-68.7402,60,ENF,Dfb,1070,-299.3573364,-764.2698027,464.9124663,6.617698272,10.38945917,0.611917349,11.83988483,0.386299613,0.741637896,2.287593844,1.276349204,77.08237024,0.021286091,0.144340384,0.046787686,0.000224002,2.959560585,3.179707336,3.050403023,2.582051325,2.067985344,2.276629829,2.52754612,2.523296738,1.968131638,1.758534765,2.101318645,2.49626379,0,0,0,0,0,0
13,US-Ho2,45.2091,-68.747,61,ENF,Dfb,1064,-324.2129436,-818.8030833,494.5901397,7.692434645,10.40290921,1.16021967,12.08461371,0.388248776,0.73354611,2.402239198,1.280136583,77.82012514,-0.003793199,0.597825886,-0.003330775,0.622295744,2.97010994,3.153040504,3.080292892,2.587765598,2.059633636,2.275091362,2.537069702,2.516849899,1.968424797,1.78468852,2.097509098,2.522857189,0,0,0,0,0,0
27,US-IB2,41.8406,-88.241,226.5,GRA,Dfa,930.25,-205.2316686,-635.2071453,429.9754768,9.059868555,10.91359116,0.988658346,10.13887014,0.310126467,0.48691283,1.234162812,1.096204598,95.87462709,0.008178018,0.565175891,0.026735797,0.074606524,2.379633522,3.428351688,2.56249094,1.539780188,1.41619072,1.539707184,2.327545166,2.42857132,2.0026371,2.045347977,1.767912102,2.35963378,0,0,0,0,0,0
24,US-ICh,68.6068,-149.2958,940,OSH,ET,318,9.131260073,-51.5939879,60.72524797,-6.722277403,12.73572221,1.186930185,7.387243734,0.099543512,0.172997456,0.690528112,0.538789719,128,-0.003913243,0.832695895,-0.009992579,0.592516474,4.072308731,1.452893448,3.267912292,1.668865204,1.471941376,1.993333292,2.137362766,2.321098804,2.10446887,1.310476303,3.455091095,2.994066238,0,0,0,0,0,0
25,US-ICs,68.6058,-149.311,920,WET,ET,318,82.01257147,-27.15501714,109.1675886,-6.53046965,12.9340777,1.30793692,8.273893886,0.100842194,0.17364223,0.763480374,0.581711018,128,-0.010007538,0.744162605,0.00857843,0.794641139,4.072308731,1.452893448,3.267912292,1.668865204,1.471941376,1.993333292,2.137362766,2.321098804,2.10446887,1.310476303,3.455091095,2.994066238,0,0,0,0,0,0
23,US-ICt,68.6063,-149.3041,930,OSH,ET,318,-2.78557041,-71.19916536,68.41359495,-5.46855087,11.9086137,0.850603751,6.804573507,0.100842194,0.17364223,0.738432516,0.546040891,128,-0.090758224,0.498988023,0.007141655,0.926332618,4.072308731,1.452893448,3.267912292,1.668865204,1.471941376,1.993333292,2.137362766,2.321098804,2.10446887,1.310476303,3.455091095,2.994066238,0,0,0,0,0,0
41,US-Jo2,32.5849,-106.6032,1469,OSH,Bwk,282.3,-175.5459749,-245.8669089,70.32093403,17.62175015,8.214978581,0.441738431,12.31112416,0.112837485,0.171254279,0.21498891,0.215734894,9,-0.104599935,0.001997538,-0.005705449,0.805755212,0.740219831,0.940366316,0.311941314,0.578754616,1.268571472,0.980659103,1.263003922,1.278388214,1.567692375,1.740879154,1.061098909,1.030256414,0,0,0,0,0,0
46,US-KL2,42.4768,-85.4468,258.3,GRA,Dfa,1027,-263.1196683,-650.348139,387.2284707,9.320215088,10.52969109,0.880711625,10.20397413,0.260549767,0.462824752,1.095055957,1.109078928,29,-0.002164303,0.931360705,0.016782262,0.485606276,3.051355267,3.167765522,2.563150215,1.632014608,1.363516617,1.594871902,2.22725296,2.421904564,2.017288971,2.043296814,2.090915632,2.527985144,0,0,0,0,0,0
48,US-KM4,42.4423,-85.3301,246.3,GRA,Dfa,1027,-6.013849094,-527.2991009,521.2852518,9.198884433,10.44266836,0.969532712,10.70435516,0.297590963,0.480400747,1.200179167,1.118328526,370,0.010998726,0.501927269,0.023966963,0.117426704,3.013040447,3.140219593,2.538974476,1.576923084,1.341611671,1.599120712,2.242344284,2.452234077,2.056044006,2.035531044,2.003223372,2.443003511,0,0,0,0,0,0
28,US-Kon,39.0824,-96.5603,417,GRA,Cfa,867,-167.4031012,-686.2682585,518.8651573,12.97245411,10.78846039,1.113310635,11.96747164,0.291339014,0.464675109,1.120332142,0.895653983,55,-0.077028501,0.000323305,-0.02006161,0.173966822,1.557509136,2.863150311,1.887545753,1.774945259,1.971502113,1.955384064,2.60029335,3.239632797,2.719339943,3.228351498,2.13904767,2.174871874,0,0,0,0,0,0
43,US-LL1,31.2792,-84.5329,165,SAV,Cfa,1310,-203.9650578,-874.3477007,670.3826429,19.41596748,6.815460414,0.63693578,10.01652579,0.370377385,0.699037712,1.878460077,1.563649503,20,-0.006491554,0.490264653,0.01210904,0.143552061,1.580219746,1.179853439,1.39641037,1.000732994,1.506591797,1.252526855,1.704176331,1.44263649,1.773699951,1.517875481,2.462491131,1.501465321,0,0,0,0,0,0
8,US-Los,46.0827,-89.9792,480,WET,Dfb,828,-117.433639,-385.0218749,267.5882359,5.365222819,11.30207975,1.015702743,11.15129048,0.286608488,0.508468293,1.778806469,1.226050602,122.7002151,0.019450322,0.110001713,0.024822056,0.034348182,2.401172066,4.541025543,3.037802124,2.005714297,2.155091667,1.795604134,2.269890213,2.843956184,2.021391869,2.441391945,1.704688644,2.884322357,0,0,0,0,0,0
49,US-MBP,47.5051,-93.4893,416,WET,Dfb,780,-235.3531787,-301.1511057,65.79792695,4.245124638,12.55251,1.240341758,11.37204774,0.284089004,0.50153169,1.874804349,1.135360107,29,0.006689029,0.850745549,0.028622591,0.403768378,2.340658569,4.799487305,3.332967186,2.462490845,2.895091391,2.48476181,2.845274925,3.3139925,2.061172199,2.871868086,1.839047575,2.797142601,0,0,0,0,0,0
15,US-Me2,44.4526,-121.5589,1253,ENF,Csb,523,-352.5980349,-794.3348432,441.7368083,7.96091504,7.898648919,0.597719395,7.78935666,0.307782037,0.613216335,1.928813778,1.22255615,61.17514528,-0.03199108,0.016860025,-0.0277359,0.034345696,1.333479881,1.965348005,1.663003731,1.312673998,0.944395542,1.314578724,1.747326088,2.191941452,1.916776514,1.654432225,2.138095284,1.686080647,0,0,0,0,0,0
19,US-MMS,39.3232,-86.4131,275,DBF,Cfa,1032,-362.7210847,-767.5449197,404.823835,12.47997252,9.991221544,0.722759137,7.963661222,0.397461544,0.65872374,2.355353417,1.549824708,35,-0.025485204,0.010779013,-0.010564903,0.179311536,2.07956028,2.273040342,1.799560428,0.832820606,1.019853592,1.565494537,2.52761879,2.366886902,2.044688988,1.792381001,2.306446934,2.035970736,0,0,0,0,0,0
29,US-MOz,38.7441,-92.2,219.4,DBF,Cfa,986,-351.7837805,-764.2644665,412.480686,13.60136774,10.36737614,1.020989786,9.676229457,0.374392751,0.650998563,2.501680664,1.501456763,45,-0.006025073,0.737359071,0.055228511,4.72E-05,1.525934124,2.577655649,1.913992715,1.281098938,1.387985611,1.670842743,2.497216797,2.723369598,2.360147285,2.579560375,2.086446857,1.992747283,0,0,0,0,0,0
42,US-MtB,32.416,-110.7256,2573,ENF,Csb,790,-509.163275,-742.9229988,233.7597238,9.842771843,6.890193328,0.411235262,5.565165781,0.286181942,0.540026465,1.478628417,0.710326835,5,-0.050094879,0.001298671,-0.024424344,0.118026061,0.608131874,0.969523823,0.217728901,0.408424854,1.100952339,0.848204994,1.220585823,1.544322395,1.612454414,1.96564064,0.885567808,0.879926777,0,0,0,0,0,0
50,US-Myb,38.0499,-121.765,-4,WET,Csa,338,-345.4191716,-730.62308,385.2039084,15.52827012,5.341119043,0.545486702,10.32626129,0.344865318,0.571750549,1.545986834,1.632380504,29,-0.010970499,0.821069723,0.022012528,0.657049503,1.150036621,1.520732689,0.943882942,0.819633675,0.947692299,0.900952148,1.289230919,1.555457687,1.769084358,1.863809586,1.38974371,0.826080656,0,0,0,0,0,0
30,US-NC2,35.803,-76.6685,5,ENF,Cfa,1320,-384.9087588,-1172.554711,787.6459522,16.09107111,7.991469304,0.432484858,10.28083082,0.408015095,0.736809985,4.327428587,1.770790858,134,-0.017785064,0.064677959,0.000944416,0.933248448,1.751135468,1.370769191,1.585567951,0.938827896,1.022929764,0.996483612,1.71157608,1.469962311,1.821685028,1.316849709,2.407399368,1.613186789,0,0,0,0,0,0
51,US-NC4,35.7879,-75.9038,1,WET,Cfa,1311,44.3801798,-771.2645314,815.6447112,17.03805014,7.827075402,0.64665654,7.710634506,0.355342464,0.712813163,2.150375785,1.945448321,250,0.095875041,0.000124236,0.089410852,0.00058645,1.608058453,1.394651985,1.590989017,1.049597359,0.798461342,0.775970459,1.537947845,1.221904373,1.576629639,1.200512886,2.233040428,1.666300297,0,0,0,0,0,0
16,US-NR1,40.0329,-105.5464,3050,ENF,Dfc,800,-196.9782316,-441.8158234,244.8375918,2.380399544,8.796522907,0.529362658,7.419980278,0.260572978,0.513702303,1.289488567,0.916444571,41,-0.037073445,0.001904037,0.02139389,0.063173326,1.788498116,3.006154251,2.383882713,2.324175739,2.553846216,2.575824213,2.194651985,2.786739969,2.549157524,3.15868125,2.47501812,2.541977882,0,0,0,0,0,0
54,US-Oho,41.5545,-83.8438,230,DBF,Dfa,849,-783.1932372,-1156.016379,372.8231422,10.50362975,10.21148895,0.838409997,8.987854462,0.347107241,0.589715782,2.292612784,1.517473154,81.170762,0.016943481,0.121958428,0.039100506,0.004723733,3.036043739,3.057142735,2.564029264,1.421172285,1.331868172,1.682124329,2.337729645,2.51655674,2.159853363,2.056850052,2.361098909,2.638827848,0,0,0,0,0,0
20,US-PFa,45.9459,-90.2723,470,MF,Dfb,823,5.430551461,-312.9111045,318.3416559,5.756271476,11.52641834,1.240422614,8.678694663,0.318687833,0.57165196,1.855200534,1.19569368,133.3623104,-0.018847387,0.086184236,0.009433945,0.510224797,2.401171875,4.325201607,3.023955822,2.01509161,2.090989017,1.805494499,2.272454453,2.825567627,2.027839088,2.496410561,1.766666555,2.854871559,0,0,0,0,0,0
107,US-Rls,43.1439,-116.7356,1608,CSH,Bsh,333,-133.4300568,-343.1519975,209.7219407,8.632196319,9.626796909,0.712063552,8.589709703,0.121030573,0.2430835,0.297088581,0.31716564,16,-0.048748642,0.004219899,-0.015170339,0.201935815,2.147765493,2.875897408,2.007765627,1.522930384,1.414432192,1.892820644,1.907619286,2.701978111,2.457948589,1.949963355,2.189010954,2.073406553,0,0,0,0,0,0
47,US-Ro4,44.6781,-93.0723,274,GRA,Dfa,879,-293.9898576,-568.9146361,274.9247784,7.601755691,11.9786687,1.495797157,11.51007716,0.258736246,0.412654827,1.057472189,0.95768717,87,-0.01696897,0.301213374,-0.013287498,0.351527854,2.264468193,4.330769157,3.002490997,1.816703224,1.905640793,1.680879593,2.1746521,2.776702881,2.063589478,2.244615364,1.462857175,2.251575279,0,0,0,0,0,0
108,US-Rws,43.1675,-116.7132,1425,OSH,Bsk,290,-84.90146763,-225.5541904,140.6527228,9.686348468,9.72011228,0.662441672,9.340062721,0.104330329,0.208196061,0.217384287,0.232880044,14,-0.034135166,0.018096267,0.000721351,0.940539473,2.155750847,2.907692337,2.018021917,1.55274725,1.394871664,1.930256176,1.958901024,2.720439529,2.481538296,2.012747216,2.223955965,2.102490759,0,0,0,0,0,0
55,US-Slt,39.9138,-74.596,30,DBF,Dfa,1138,18.42646551,-542.6470432,561.0735087,12.34155473,9.354407665,0.690651922,10.76633312,0.367755213,0.669821001,2.413414359,1.811010277,67.65037873,-0.007620106,0.813461763,0.035782847,0.167697667,2.464249039,2.286153889,2.071428537,1.451868057,1.426593399,1.396557236,1.809157181,1.932307434,1.855751228,1.354652023,2.199121046,2.196410227,0,0,0,0,0,0
26,US-SRG,31.7894,-110.8277,1291,GRA,Bsk,420,-36.87851754,-226.2165858,189.3380683,18.99026639,7.188866436,0.535970303,11.79684868,0.171173771,0.283310399,0.428213065,0.416332845,25,-0.091833351,1.57E-08,-0.002891043,0.734446619,0.686959815,0.926886344,0.263369942,0.501025772,1.107472229,0.951355171,1.24871788,1.573479271,1.75684967,1.975238037,1.049304104,0.850402951,0,0,0,0,0,0
10,US-SRM,31.8214,-110.8661,1120,WSA,Bsk,380,2.03561792,-123.1262101,125.161828,19.29130157,7.328108599,0.57786819,12.31917873,0.156863849,0.264012355,0.38618014,0.364387016,68.53139129,-0.135618118,9.74E-11,-0.029322234,0.086318725,0.647472572,0.923150158,0.264981651,0.449450684,1.082563972,0.926374054,1.247472763,1.549523163,1.720659256,1.994285774,1.026153851,0.827765656,0,0,0,0,0,0
21,US-Syv,46.242,-89.3477,540,MF,Dfb,826,-137.4483863,-555.9874073,418.539021,4.596079175,11.59540273,0.997032233,8.021765063,0.269013311,0.526037184,1.866489208,1.186385045,136.0914913,-0.026726588,0.260852703,0.011994328,0.574275846,2.445495033,4.150329399,2.955311584,1.97245419,2.068205214,1.721465111,2.16102581,2.574432182,1.747912216,2.266813087,1.687838745,2.86717968,0,0,0,0,0,0
7,US-Ton,38.4309,-120.966,177,WSA,Csa,559,-84.61296201,-506.9859147,422.3729527,16.5282454,6.73374212,0.613127177,11.71376041,0.242400506,0.460178901,1.033990916,0.993069105,36,-0.024298394,0.015636379,0.010739876,0.165628952,1.115750837,1.607985306,0.906520176,0.598901176,0.870256615,0.872527504,1.26776619,1.614725876,1.693699837,1.864395332,1.319413948,0.797948837,0,0,0,0,0,0
52,US-Tw1,38.1074,-121.6469,-5,WET,Csa,421,-293.5906741,-813.6846906,520.0940165,14.97899791,5.749033788,0.784274591,13.83150879,0.289151882,0.503075661,0.799678856,1.184036319,231,0.00512139,0.924075945,0.013277193,0.843750627,1.134798336,1.478095341,0.949816799,0.756849861,0.916337013,0.899560356,1.32307682,1.555384445,1.718388367,1.846520233,1.396703339,0.752600813,0,0,0,0,0,0
1,US-Uaf,64.8663,-147.8555,155,ENF,Dwc,263,-82.40987858,-227.6169823,145.2071037,-2.982425133,15.16822482,0.764873017,11.89887595,0.138765741,0.305327436,0.670178302,0.629977961,92,-0.000450947,0.981224987,0.014684737,0.490151881,2.971428299,1.113186646,3.577655792,2.073479939,1.638754511,1.795311356,2.078754425,2.260366344,1.970109892,1.008205223,3.169376373,2.386886215,0,0,0,0,0,0
18,US-UMB,45.5598,-84.7138,234,DBF,Dfb,803,-222.0701584,-652.2238179,430.1536595,7.146668061,10.58143848,0.944869919,7.382990387,0.324729546,0.5162724,2.128865931,1.686181183,80.23832177,-0.004301181,0.62682909,0.019392515,0.063310638,3.666007614,3.806007195,3.227326059,2.2810256,1.726080608,1.686519814,2.195310974,2.42630024,2.09706955,2.399853563,2.008717918,3.481538534,0,0,0,0,0,0
6,US-Var,38.4133,-120.9508,129,GRA,Csa,559,1.649066579,-263.3390955,264.9881621,16.05593753,6.716035654,0.620708747,14.50050425,0.272531468,0.475748382,1.074555568,0.98014376,42,-0.114055046,1.40E-06,0.019718544,0.180610818,1.117728901,1.569084263,0.887252712,0.606666946,0.828278351,0.856629944,1.259341431,1.603004456,1.656703377,1.893186378,1.30761919,0.798974466,0,0,0,0,0,0
17,US-WCr,45.8059,-90.0799,520,DBF,Dfb,787,-279.4498798,-615.7618018,336.3119219,5.253207019,11.61621686,0.905934512,8.522157173,0.314963572,0.509575197,1.875118238,1.160576974,133.3623104,0.01767571,0.296160219,0.045628831,0.002099594,2.35772953,4.256263924,2.995311546,2.000659323,1.989450455,1.649084091,2.19516449,2.738461685,2.069597149,2.387326002,1.804249001,2.916263771,0,0,0,0,0,0
22,US-Whs,31.7438,-110.0522,1370,OSH,Bsk,320,15.99640701,-28.9958353,44.99224231,17.14865772,7.390926258,0.442867116,15.07800401,0.116940294,0.197097685,0.253273051,0.264389196,7,-0.174206711,0.001068287,0.000804865,0.987828714,0.490842438,0.680659342,0.055384827,0.207252502,0.934505844,0.698461533,1.016483688,1.203003693,1.456410599,1.717949104,0.877142906,0.706446886,0,0,0,0,0,0
9,US-Wkg,31.7365,-109.9419,1531,GRA,Bsk,407,-35.43613377,-111.1105641,75.67443036,17.51108583,7.056447243,0.545548007,10.31767924,0.130699385,0.217351349,0.292958323,0.30991543,65.19973455,-0.175887343,0.00285165,-0.004592797,0.894778388,0.413772845,0.705274773,0.093260002,0.203003502,0.92754612,0.642343521,1.002930069,1.216776657,1.392967224,1.697069359,0.821684933,0.616337013,0,0,0,0,0,0
56,US-Wrc,45.8205,-121.9519,371,ENF,Csb,2452,-290.6447683,-488.5045736,197.8598053,9.19377554,7.204713761,0.778607021,8.80484451,0.357653456,0.775579843,2.362630575,1.441205488,100.6444175,0.018239162,0.331618364,0.037325379,0.026078508,1.233553147,2.01311357,1.667399263,1.329597092,1.053846264,1.447912312,1.83472538,2.167985344,1.921099091,1.5054214,2.14205122,1.786813188,0,0,0,0,0,0
76,ZA-Kru,-25.0197,31.4969,359,SAV,Bsh,547,24.56452799,-460.0679193,484.6324473,21.90767249,3.22304914,0.620008004,10.9047387,0.270693112,0.456128619,1.013002659,1.229694056,46.12785339,-0.172341341,0.000817539,-0.029389301,0.267234478,1.40608139,1.219633865,1.597142792,1.041757202,1.385787582,0.843150139,1.544102573,1.01399231,1.674066162,1.476045227,1.264688492,1.185641098,0,0,0,0,0,0
