"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"2790","DE-Akm",2010,"179_200",132,12,0.1680523544,-0.00087061214409,0.7091958055,NA,NA,16.4744365054398,5.84814721036594,-0.119590704714066
"2890","DE-Akm",2011,"179_200",135,6,0.1095991758,-0.001962302664665,2.130499492,NA,NA,14.6970838660985,6.2707199438754,-0.0498244279782077
"2990","DE-Akm",2012,"179_200",106,3,0.08334876945,-0.002280800774005,4.58951595,NA,NA,14.510191501452,8.88039785301205,0.298130759651657
"3090","DE-Akm",2013,"179_200",102,15,0.13555063005,-0.0013674738693689,1.6572813795,NA,NA,14.1395131774621,7.74992222062363,0.161967207650423
"31132","DE-Akm",2014,"179_200",101,3,0.102931974788,-0.0033024219012,3.8754843515,NA,NA,15.1196762493461,7.69376877280747,0.154695151339211
"32106","DE-Akm",2015,"179_200",115,6,0.1347476017,-0.002115533196055,1.792912693,NA,NA,14.6132527114689,7.20542671870175,0.0891188534394593
"3389","DE-Akm",2016,"179_200",107,0,0.10971472867435,-0.0044149833174,4.46447051,NA,NA,14.4743518211114,8.10471318582493,0.206730167632191
"3489","DE-Akm",2017,"179_200",137,3,0.11604492276,-0.00238718706252,1.855564081,NA,NA,12.6852947067009,5.42636025977601,-0.194446992489967
"3589","DE-Akm",2018,"179_200",121,6,0.09675965785,-0.001670279578145,3.0776216335,NA,NA,14.5432706831282,7.97516222518416,0.190616390563993
"3689","DE-Akm",2020,"179_200",113,0,0.062319642355,-0.00129167981566519,3.19189452,NA,NA,13.9240386489471,5.66517854057693,-0.151377189202397
"3789","DE-Akm",2021,"179_200",119,15,0.12101864885,-0.00267259466675,2.0506716355,NA,NA,15.9897574962016,6.02740968652779,-0.0893982522256435
"3889","DE-Akm",2022,"179_200",120,0,0.118931645205,-0.00332202090195,2.590271723,NA,NA,14.3005153949074,6.59106932150578,0
"3989","DE-Akm",2023,"179_200",112,3,0.1508906351,-0.001548239018605,1.282496209,NA,NA,14.782286326089,7.23179561556995,0.0927717619532028
"4089","DE-Akm",2010,"200_218",105,3,0.09614596958,-0.002029197923675,3.147854584,NA,NA,15.9171477296784,7.56050477504306,0.0909027436282113
"41131","DE-Akm",2011,"200_218",113,3,0.1441518283,-0.00179649798034,1.1146747945,NA,NA,14.6484428536915,5.80742425980227,-0.172898069732872
"42105","DE-Akm",2012,"200_218",101,21,0.09398274134,-0.002363266202155,4.02397469,NA,NA,14.7460667121223,8.95385978305333,0.260049486477098
