"","site_ID","RMSE","R2","control_year","window_size","nwindow","TAS","TASp"
"22","US-Whs",1.14019813596389,0.162104527305574,2012,28,3,-0.0918642306445294,0.174808379999914
"23","US-ICt",1.93730077029245,0.128752198200517,2023,28,2,-0.195404447621151,0.18882409483667
"24","US-ICh",1.48352537924629,0.065815032983384,2024,28,2,0.0529804085004016,0.208144975037766
"25","US-ICs",1.69232849283277,0.107798198638107,2014,28,2,0.0871984546210118,0.332301092369421
"26","US-SRG",1.01238648335893,0.603745585568465,2012,28,6,-0.0535529088275553,0.000833833569421384
"27","US-IB2",1.83942844692282,0.41141544884838,2013,28,4,-0.0404159353691505,0.00394639396222593
"28","US-Kon",3.30296078834708,0.306905778316573,2015,28,4,-0.0341813849510958,0.0163785747568394
"29","US-MOz",3.61756386795425,0.103382959574991,2021,28,5,-0.00543714290677515,0.838006864684619
"30","US-NC2",2.79331937346265,0.457998082968046,2008,28,13,-0.0358564985845236,0.0131137901653591
"31","US-Bar",3.51737762118035,0.122772146296683,2016,28,5,-0.0663796406527436,0.0409221173596495
"32","CA-Oas",2.18519418770907,0.24128904705911,2005,28,4,-0.0345434704754162,0.0341622854758294
"33","CA-TP4",3.66154646315959,0.27355797694332,2022,28,6,-0.0129351385797396,0.308965303882194
"34","CA-TP3",2.78252428121097,0.324913400858476,2018,28,8,-0.085837631352339,1.33568259555366e-23
"35","CA-Man",0.8847322941064,0.760742418898362,1995,28,3,0.00980215304093078,0.745428198681741
"36","CA-LP1",2.26932119931945,0.227943860123642,2009,28,7,0.00925248619320101,0.75346928554026
"37","CA-Ca1",3.70846331698193,0.464471021804223,2002,28,10,0.0360430286088722,0.0357448409523351
"38","CA-Gro",3.17068249816468,0.168365122124674,2011,28,4,0.0396812698197871,0.304666344123724
"39","CA-Obs",1.38568995335372,0.474181933993152,2005,28,6,-0.0362473813894613,0.0281315902125879
"40","CA-Ojp",1.60633991368379,0.422345845413563,2005,28,6,0.0017522348294554,0.902214950311652
"41","US-Jo2",0.979871405898034,0.108958068283021,2019,28,9,-0.0279488952962219,0.463877867368052
"42","US-MtB",1.28812646513426,0.262307722023937,2023,28,11,-0.0322090202199122,0.181462863585016
"43","US-LL1",1.96791024835245,0.283194876556864,2020,28,4,-0.0319227808692776,0.0048047222035025
"44","US-BZB",4.27387017982336,0.099431935450867,2017,28,4,-0.059696592906881,0.00573991601532029
"45","US-BZF",4.1263527178603,0.0706135483627474,2014,28,3,-0.0694843657566911,0.0182535080937376
"46","US-KL2",3.06438348019508,0.280901974455844,2019,28,4,-0.0393007262351295,0.00106598954318558
"47","US-Ro4",2.06981438560056,0.277187975176708,2016,28,3,-0.0251988285317149,0.320406547212383
"48","US-KM4",3.15515540469881,0.343096472273977,2020,28,4,-0.0086867657319247,0.67488159649726
"49","US-MBP",1.21179807706964,0.301047760929718,2019,28,6,-0.0605726356847458,0.00184760290116681
"50","US-Myb",1.49340423181006,0.405699675581827,2020,28,6,0.122425104474022,0.123695665290792
"51","US-NC4",3.53031532997556,0.374224242005204,2014,28,8,0.0221232981194987,0.599498474037214
"52","US-Tw1",1.16286848500427,0.522902076890858,2017,28,5,-0.00122958732125833,0.97382138940022
"53","US-Ced",2.3245923450774,0.443535245122781,2008,28,6,0.0204862745546204,0.623591310931509
"54","US-Oho",2.91228252278022,0.134112078292407,2012,28,5,0.00162587969422963,0.917052731214553
"55","US-Slt",3.11649022210909,0.29328045800281,2013,28,5,-0.0385860814903578,0.504541120729592
"56","US-Wrc",3.72735628999511,0.0792958098382353,2004,28,6,0.00030046793016896,0.991352453968731
"57","AU-Tum",4.55815312076327,0.201024052714676,2001,28,7,-0.00729509566254206,0.723434737880953
"58","BE-Bra",3.11781424213945,0.141325036905986,2007,28,5,-0.0460575699169905,0.153360149090862
"59","BE-Vie",3.11390890867269,0.244243157444236,1999,28,7,0.00991545945959392,0.508806597385119
"60","CH-Lae",4.46969830592267,0.10354219921475,2014,28,6,-0.0398223126975858,0.00781447271400273
"61","CZ-BK1",2.45261012046405,0.341362840538507,2016,28,8,0.0521426088387552,0.0204230790895018
"62","CZ-wet",2.15785026548726,0.406392141578134,2012,28,3,-0.0127905294811049,0.558609251708214
"63","DE-Gri",1.99002889069535,0.549422991168427,2016,28,4,0.0139419795653862,0.601278457150111
"64","DE-Hai",1.65565352022366,0.218758933179233,2009,28,5,-0.0317213264230551,0.062129928340264
"65","DE-Tha",1.6654041419004,0.398279887733826,2006,28,8,-0.0106773324147063,0.123318789330526
"66","DK-Sor",2.57747035134415,0.244523093639247,2007,28,5,-0.0303930510560371,0.00063311209664362
"67","FI-Hyy",1.23039309322599,0.622227116280571,2005,28,5,-0.0274350596087848,3.93491902251574e-05
"68","FI-Sod",1.82206255259294,0.419854347484417,2007,28,5,-0.0565103734895015,0.000268660321096603
"69","FR-Pue",1.13731065315577,0.588336650773048,2011,28,7,-0.0200704186475302,0.424143635856074
"70","IT-Lav",2.24118778005157,0.0966506951582161,2014,28,6,-0.0446950264175931,0.113714246713904
"71","IT-MBo",2.8048152668449,0.338621438961007,2010,28,2,-0.0392250589357557,0.0910458635355274
"72","IT-Noe",1.50621667826554,0.375951943408789,2006,28,6,0.0522676678863526,0.0407396645073291
"73","IT-Ren",2.07369885061491,0.274059507046082,2004,28,8,-0.0359538695744733,0.097970013104301
"74","IT-SRo",2.46944981672416,0.344866467423045,2002,28,8,-0.0327795924679374,0.0628974238056693
"75","NL-Loo",2.84993909301059,0.112695509655946,2012,28,5,-0.0315537307124558,0.0908181623713891
"76","RU-Fyo",2.63250825380336,0.372117399315359,2013,28,3,-0.0461482973055102,0.160373381628304
"77","ZA-Kru",1.86964640352788,0.522282226732014,2008,28,4,-0.146981781235882,2.64598165221756e-06
"78","IT-Tor",2.86262002312729,0.0442290139991205,2011,28,4,0.0143443101179967,0.665954290383682
"79","BE-Dor",1.8891684252228,0.585386980827103,2014,28,7,0.00402207917314098,0.751237728642868
"80","CH-Fru",3.4717319998968,0.39973275416833,2011,28,6,0.0178204074257802,0.123079500221715
"81","CZ-RAJ",1.50006101738929,0.577805913973763,2019,28,7,0.0377204278023039,0.220139206966692
"82","CZ-Stn",2.79498583401646,0.15998590987087,2021,28,5,-0.0101687978529965,0.617422382695567
"83","DE-Obe",2.16751383717362,0.542376477332621,2014,28,6,0.00401806653926372,0.824113909200213
"84","DE-RuR",1.95699578841368,0.562985700724936,2016,28,5,0.0383259223213979,0.0121158508378683
"85","CH-Aws",3.79127140884737,0.264187327423677,2020,28,5,0.00106591592091228,0.951375913881812
"86","ES-LJu",0.623521666277838,0.20349204882775,2020,28,6,-0.0634045444026393,0.104588492349478
"87","FR-FBn",1.41577085795419,0.336387949390748,2016,28,9,0.0860071855300333,0.00293936505409161
"88","FR-Fon",3.83599102278518,0.123613779097229,2024,28,6,0.0252283080660269,0.236056266981141
"89","GF-Guy",5.79563066300123,0.0423091524157536,2005,28,13,0.0414535521566404,0.0351969844095997
"90","IL-Yat",0.798111598323949,0.385397741156912,2005,28,5,-0.0351645053312828,0.0864321265944492
"91","SE-Deg",0.37101461401681,0.560984261155459,2020,28,4,0.0303283024306748,0.0917203798167571
"92","IT-SR2",3.26836750490915,0.356289422656475,2023,28,8,-0.0246684306002208,0.192638265296568
"93","CH-Dav",5.31975824243509,0.134470597334364,2012,28,6,-0.0400169878013673,0.0323715583372822
"94","DE-Akm",2.84975753173987,0.310922861194061,2022,28,3,0.0356806792326539,0.447073809146182
"95","DE-Hte",1.85926498059354,0.273869308430961,2016,28,4,0.0696480148573908,0.111915118256718
"96","DE-Hzd",4.29166515702232,0.191011657647285,2019,28,2,-0.0965717161954622,0.0608644533962422
"97","DE-RuC",1.22531746913016,0.559858881350963,2023,28,2,0.00752861961352523,0.883690458800404
"98","DE-RuW",3.1290768987267,0.304075649125642,2017,28,9,0.0473051163055019,0.0676478747738217
"99","DE-SfS",4.7928879235546,0.134691908749137,2014,28,9,-0.0189811702209767,0.61205061228561
"100","FR-Bil",1.73698925742101,0.42515787313343,2015,28,8,-0.0576338029080794,0.00887427669286767
"101","IT-TrF",2.82509722887394,0.0357074058870128,2017,28,6,0.0483778283722616,0.0296515846658927
"102","SE-Nor",1.95674142151795,0.495232465546258,2015,28,3,-0.0860912953598646,0.025839947073479
"103","SE-Svb",1.76845820533788,0.472408171094782,2023,28,4,-0.0297283683265582,0.369689926136066
"104","UK-AMo",1.33314141702796,0.33502847383389,2007,28,4,-4.20306572996028e-05,0.998628463818959
"105","CA-Mer",2.19524971711763,0.1812147858397,2009,28,5,-0.0649069280072973,0.000701755228278636
"106","CA-TPD",3.73988389642454,0.15635432512697,2019,28,5,0.0323518548743416,0.14428942341481
"107","US-BZS",4.63924170984289,0.0625138094308274,2019,28,5,0.116528086733474,0.0269959887736448
"108","US-Cwt",5.72776056863399,0.0961741594760998,2024,28,4,0.0304584308403604,0.67933848075734
"109","US-Rls",1.1163281088791,0.303359842465968,2015,28,5,-0.0375923612676433,0.0389537204666733
"110","US-Rws",0.81542123047249,0.306802963591153,2019,28,4,-0.0158704504715038,0.234105717485161
