site_ID,LAT,LONG,ELEV,IGBP,Climate_class,MAP,NEE,NEE_day,NEE_night,MATA,SSTA,IATA,DRTA,warm_rate,warm_ratep,EVI,NDVI,LAI,GPP,SOC,TAS_tot,TAS_totp,TAS,TASp,Tmin1,Tmin2,Tmin3,Tmin4,Tmin5,Tmin6,Tmin7,Tmin8,Tmin9,Tmin10,Tmin11,Tmin12,TS_TA,TSmin_c,TSmin_c_gs,NEE_night_mod_p,NEE_night_mod_f,NEE_night_mod_fa
US-Rls,43.1439,-116.7356,1608,CSH,Bsh,333,-133.4300568,-343.2677374,209.8376806,8.632196319,9.626796909,0.712063552,8.589709703,-0.056091835,0.577206957,0.121030573,0.2430835,0.297088581,0.31716564,16,-0.044293967,0.006441481,-0.016507478,0.180589354,2.147765541,2.875897408,2.007765675,1.522930384,1.41443224,1.892820597,1.907619286,2.701978159,2.457948589,1.949963307,2.189010954,2.073406625,1.044989745,2.189387516,1.990974688,1.70710418,1.78260093,1.632129049
US-Rws,43.1675,-116.7132,1425,OSH,Bsk,290,-84.90146763,-225.5969529,140.6954853,9.686348468,9.72011228,0.662441672,9.340062721,0.029832149,0.794841581,0.104330329,0.208196061,0.217384287,0.232880044,14,-0.026730207,0.053256621,-0.000631948,0.949621559,2.155750847,2.907692337,2.018021941,1.55274725,1.394871736,1.930256367,1.958901024,2.720439434,2.481538296,2.012747216,2.223955965,2.102490807,1.126502033,2.390006729,1.921515952,1.66942421,1.783449576,1.694159815
BR-Ma2,-2.6091,-60.2093,130,EBF,Af,2252,-601.7608594,-1902.05247,1300.291611,25.74492134,1.592071109,0.338008698,7.129099562,-0.017894206,0.652533195,0.521716502,0.839047799,5.193108112,2.625819234,84.68534438,0.062923953,0.040421747,0.08992609,0.008076485,0.920073104,1.137802124,1.111208773,1.043223524,0.845714366,0.684981418,0.739121628,0.970696235,1.316044283,1.214065909,1.08805809,1.068498278,1,1.011623978,1.009753513,7.449249949,7.221004815,7.694700128
BR-Sa1,-2.8567,-54.9589,88,EBF,Am,2074.79,320.3575159,-1290.154654,1610.51217,26.56336336,1.191519272,0.305621401,6.351952866,0.093283615,0.004060775,0.54180111,0.855908843,4.268514066,2.821230184,44.28781891,-0.023622886,0.62343291,-0.068111159,0.186940637,1.367911816,1.7005126,1.762417793,1.62498157,1.302637434,1.357069564,1.48146553,1.428718138,1.849157429,2.019706941,1.932966995,1.270329809,0.597982127,0.951682357,0.949222676,8.971213578,9.29942509,9.093221091
CA-ARB,52.695,-83.9452,90,WET,Dfb,700,-55.52200986,-162.5100064,106.9879965,-0.762634808,14.49576278,1.226118671,10.59113878,0.135307208,0.129553064,0.157160734,0.313886214,0.679066951,0.556716156,139.6428528,0.002790022,0.732115715,-0.002000056,0.85871487,4.512381172,5.181977367,3.270989132,3.559560633,2.392307758,2.512161207,2.5123806,2.577655554,2.188205051,2.738241816,3.571501827,4.588497448,0.962799995,3.177710115,2.381026821,1.574368806,1.74891324,1.760570152
CA-ARF,52.7008,-83.955,88,WET,Dfb,700,-16.42494719,-167.501037,151.0760898,-0.690426117,14.48876279,1.290171851,11.00674021,0.137592293,0.250053687,0.164594427,0.352800422,0.584151687,0.505320292,144.357132,0.043146463,0.005814233,0.033521473,0.029046631,4.512381172,5.181977367,3.270989132,3.559560633,2.392307758,2.512161207,2.5123806,2.577655554,2.188205051,2.738241816,3.571501827,4.588497448,0.886251261,2.925061916,2.191720019,2.595649707,2.817838597,3.097313438
CA-KLP,51.5902,-81.7684,71,WET,Dfb,680,-42.03119163,-141.879388,99.84819634,-0.330708557,14.28258317,0.770217753,10.29796695,-0.054431263,0.624475255,0.151797749,0.317350807,0.63396539,0.587880214,137.8571472,-0.012597253,0.353148276,-0.017297264,0.224007311,4.61347971,4.969450378,3.586667204,3.348791027,1.98498168,2.238827991,2.528791237,2.587765694,2.319487333,2.643809462,3.103150082,4.578462315,0.700198646,2.246684458,1.690405416,1.664434598,1.872159332,1.832714173
US-BZo,64.6936,-148.33,100,WET,Dfd,274,17.901374,-146.8811389,164.7825129,-1.830791177,14.93511401,2.072962736,13.04436734,0.263074251,0.453557353,0.188312537,0.387405537,1.30455988,0.894296494,91,0.063855363,0.219429496,0.130726718,0.047169165,3.016556787,1.043663239,3.517362595,1.937582541,1.599194193,1.712894034,2.110915565,2.257655716,1.988717961,0.945933998,3.168498802,2.342564011,0.646248419,1.38090036,1.312490482,2.233983555,2.552473826,2.775615635
US-ChR,35.9311,-84.3324,286,DBF,Cfa,1358.85,-693.0440063,-913.4007037,220.3566974,14.98920595,8.667698925,0.747271058,8.151133771,0.06954469,0.332123114,0.400350845,0.669375438,2.635536963,1.579256606,20,0.014548866,0.563872146,0.093438142,8.99E-05,1.706446862,1.187619066,1.374065948,0.596996474,1.046667004,1.324176216,2.145714188,1.911281729,2.098754501,1.548424983,2.402564001,1.592380953,0.717563327,1.13226063,1.196209933,2.699089429,2.471946968,2.515344027
US-Rms,43.0645,-116.7486,2111,CSH,Bsh,800,-76.30786874,-395.2200359,318.9121671,5.170540131,9.358918572,0.723474069,7.398899493,-0.082529388,0.423471836,0.159211134,0.272314716,0.418376036,0.455675165,69,0.017173027,0.216565925,0.035206372,0.038459198,2.135164928,2.772747135,1.900586152,1.426593471,1.314725256,1.783076954,1.836923218,2.547179604,2.378095245,1.978901052,2.162637281,2.003223586,0.797703366,1.611351086,1.653658241,3.752788749,3.948108999,4.061835835
US-SRS,31.8173,-110.8508,1169,WSA,Bsk,388,-178.1344955,-353.4671598,175.3326643,19.53720044,6.98786328,0.392800045,13.66253247,0.081297093,0.1997523,0.154526763,0.262933649,0.403837816,0.379187095,37,-0.0216378,0.589817379,0.010676647,0.721935624,0.647472537,0.923150158,0.264981753,0.449450678,1.082564163,0.926373827,1.247472763,1.549523592,1.720659113,1.994285941,1.026153851,0.827765536,1.283151461,1.35370917,1.973898191,2.189045663,2.141805618,2.052253393
