"site_ID","LAT","LONG","ELEV","IGBP","MAP","Climate_class","NEE","NEE_day","NEE_night","MATA","SSTA","IATA","RDTA","RSTA","EVI","NDVI","Lai","Gpp","GSOC","soc_obs","GSOC_obs","soc_mix","nyear","r3avg","r3avg_p","dTS_gs","SWC_use","significant","Tmin1","Tmin2","Tmin3","Tmin4","Tmin5","Tmin6","Tmin7","Tmin8","Tmin9","Tmin10","Tmin11","Tmin12","TS_TA","TSmin_c","TSmin_c_gs","NEE_night_mod_p","NEE_night_mod_f","NEE_night_mod_fa"
"US-Tw1",38.1074,-121.6469,-5,"WET",421,"Csa",-269.4963399,-804.593327,535.0969872,14.98563396,5.740588992,0.821253785,13.8781895,25.30464737,0.289704007,0.502984882,0.80457039,0.026266107,231,NA,NA,231,11,-0.049129443,0.383566962,2.019278332,"NO",FALSE,1.13479840755463,1.47809526920319,0.94981689453125,0.75684986114502,0.916336703300476,0.899560284614563,1.32307691574097,1.55538432598114,1.71838829517365,1.84652013778687,1.39670333862305,0.752600753307343,0,0,0,0,0,0
"US-Ced",39.8379,-74.3791,58,"CSH",1138,"Cfa",-80.63069699,-715.3321751,634.7014781,12.03055022,9.123327547,0.710138449,9.755186839,39.2391088,0.346821676,0.695976503,2.359323618,0.034446838,28,NA,NA,28,9,-0.101151942,0.462614209,0.923566844,"NO",FALSE,2.36021976470947,2.19135522842407,2.08542127609253,1.39479851722717,1.37978024482727,1.35194137096405,1.79626405239105,1.83472580909729,1.91545805931091,1.40857112407684,2.20893769264221,2.1310622215271,0,0,0,0,0,0
"US-Oho",41.5545,-83.8438,230,"DBF",849,"Dfa",-783.7337678,-1155.963362,372.2295946,10.50362975,10.21148895,0.838409997,8.987854462,42.88624468,0.347966849,0.583467758,2.266636233,0.033478755,122,28.1,82.90563217,82.90563217,10,-0.055997571,0.18565256,2.069329459,"NO",FALSE,3.03604393005371,3.0571427822113,2.56402926445007,1.42117218971252,1.33186795711517,1.68212485313416,2.33772940635681,2.51655678749084,2.15985336303711,2.05685005187988,2.36109890937805,2.63882784843445,0,0,0,0,0,0
"US-Slt",39.9138,-74.596,30,"DBF",1138,"Dfa",8.654024974,-548.1964882,556.8505131,12.34162363,9.353904736,0.690736037,10.74805851,39.40037292,0.369865392,0.669517304,2.395795285,0.040011759,43,9.25,68.21561707,68.21561707,10,-0.097666743,0.512879908,1.95992635,"NO",FALSE,2.46424903869629,2.28615388870239,2.07142858505249,1.45186810493469,1.42659356594086,1.3965567111969,1.80915768146515,1.93230769634247,1.85575098991394,1.35465214252472,2.19912085533142,2.1964102268219,0,0,0,0,0,0
"US-Wrc",45.8205,-121.9519,371,"ENF",2452,"Csb",-273.8253424,-478.6874388,204.8620964,9.251996846,7.199579357,0.85700916,8.877967461,33.86847685,0.346910786,0.738012248,2.309415026,0.031063933,34,55.25,104.0639298,104.0639298,9,-0.068712274,0.228598895,3.649336675,"NO",FALSE,1.23355312347412,2.01311357021332,1.66739926338196,1.32959706783295,1.0538462638855,1.44791216850281,1.83472542762756,2.16798543930054,1.92109897136688,1.5054212808609,2.14205121994019,1.78681318759918,0,0,0,0,0,0
"AU-Tum",-35.6566,148.1517,1200,"EBF",1159.01,"Cfb",-592.4246117,-1615.866923,1023.442311,9.629790551,5.168112565,0.364033256,7.90279622,22.718375,0.34468561,0.743610928,4.142596048,0.053740711,123.3451004,NA,NA,123.3451004,10,-0.014979218,0.856975338,1.224742896,"YES",FALSE,1.05567762851715,1.47377297878265,1.54073255062103,1.31267392635345,2.08168497085571,0.987472522258759,0.776703310012817,1.25076923370361,1.22300362586975,1.42168500423431,0.832381069660187,1.34439563751221,0,0,0,0,0,0
"BE-Bra",51.3076,4.5198,16,"MF",750,"Cfb",-127.3054403,-717.9413978,590.6359575,11.06744889,5.989069363,0.658867855,6.476109134,29.15741964,0.355564299,0.676826958,2.083897559,0.028805336,79.58034515,NA,NA,79.58034515,14,-0.156562179,0.0840314,7.87230179,"NO",TRUE,0.757289385795593,0.56300362944603,1.10271065235138,0.145641104876995,0.80996310710907,0.667472589015961,1.56857130527496,1.4922342300415,1.56805872917175,1.07391955852509,0.594871771335602,1.31164832115173,0,0,0,0,0,0
"BE-Vie",50.3049,5.9981,493,"MF",1062,"Cfb",-473.5766883,-1016.560357,542.9836689,8.621173025,6.503911235,0.688557917,6.428238307,32.22511545,0.336372344,0.661785714,2.153339467,0.02797747,129.024826,NA,NA,129.024826,24,-0.002115344,0.973613991,4.801622487,"YES",FALSE,1.16439564228058,0.822124564647675,1.28695969581604,0.0964836120605469,0.84871791601181,0.89186817407608,1.79377288818359,1.84483528137207,1.85545771121979,1.07347981929779,0.641904807090759,1.60571427345276,0,0,0,0,0,0
"CH-Lae",47.4783,8.3644,689,"MF",1100,"Cfb",-281.3603971,-763.4822415,482.1218444,8.435283457,7.345802546,0.646902874,7.700939764,32.54246795,0.399858135,0.675382083,2.643183946,0.031905336,79.23197937,NA,NA,79.23197937,13,-0.111858057,0.040516435,5.763114392,"YES",TRUE,2.3344322681427,2.0747985124588,1.86183149814606,0.413333284854889,0.847985327243805,0.649523711204529,1.95772883892059,2.01890110969543,1.92197790145874,1.47010984420776,1.10227103233337,2.34300365447998,0,0,0,0,0,0
"CZ-BK1",49.5021,18.5369,875,"ENF",1316,"Dfb",-831.1536211,-1243.682583,412.5289617,6.898828533,7.7457895,0.611665496,7.49569374,35.83080694,0.294044991,0.65640601,2.027447423,0.023148518,235.81073,NA,NA,235.81073,15,0.05089334,0.342257553,3.494550627,"YES",FALSE,2.72051277160645,2.35948719978333,2.38190479278564,1.10446889400482,1.55531132221222,1.30051286220551,1.78417563438416,1.73194127082825,2.2652747631073,1.63956036567688,0.668131864070892,2.63743591308594,0,0,0,0,0,0
"CZ-wet",49.0247,14.7704,426,"WET",604,"Dfb",45.16225865,-393.6715058,438.8337645,8.773438956,8.051445027,0.511500952,7.601922598,36.6328125,0.378948881,0.583876679,1.414455643,0.024295553,76.55177307,NA,NA,76.55177307,11,-0.034223262,0.575614761,4.41324268,"NO",FALSE,2.40065932273865,1.93604395389557,2.0073260307312,0.450329661369324,1.25604388713837,0.96717940568924,1.74241764545441,1.89846153259277,2.29699635505676,1.76249094009399,0.69069596529007,2.1890841960907,0,0,0,0,0,0
"DE-Gri",50.95,13.5126,385,"GRA",901,"Cfb",-82.98169582,-622.791514,539.8098182,8.645978946,7.635822666,0.745509483,7.18827651,36.41903472,0.344752095,0.654280327,2.112168381,0.026404545,89,NA,NA,89,15,0.042472581,0.577702942,2.384832157,"NO",FALSE,2.06080589294434,1.62827837467194,2.00783882141113,0.484249043464661,1.18219780921936,1.15413918495178,1.81728909015656,1.77531144618988,1.92879104614258,1.51926736831665,0.742197823524475,1.88608059883118,0,0,0,0,0,0
"DE-Hai",51.0792,10.4522,430,"DBF",720,"Cfb",-523.220309,-958.2498575,435.0295485,8.539259071,7.083103044,0.667382709,7.113624734,33.74126505,0.377752844,0.660711008,2.362488601,0.025283597,79,NA,NA,79,18,-0.117689039,0.002687022,2.040115972,"YES",TRUE,1.80520148277283,1.32512817382813,1.89260075092316,0.481465226411819,1.23296706676483,1.22454192638397,1.89978024959564,1.84842486381531,2.04490852355957,1.54725279808044,0.784102523326874,1.83355312347412,0,0,0,0,0,0
"DE-Tha",50.9626,13.5651,385,"ENF",843,"Cfb",-469.5504666,-873.981823,404.4313564,9.238064722,7.528276437,0.780417682,7.006525043,36.14752865,0.325320401,0.712576138,2.275937819,0.024824605,79,NA,NA,79,24,-0.03506286,0.008283451,3.79925496,"YES",TRUE,2.06498165130615,1.53860802650452,2.06256408691406,0.564395451545715,1.21501832008362,1.18673992156982,1.82402918338776,1.76542136669159,1.93084247112274,1.53663005828857,0.692893826961517,1.91736264228821,0,0,0,0,0,0
"DK-Sor",55.4859,11.6446,40,"DBF",660,"Cfb",-214.9413359,-901.3978457,686.4565098,8.724131361,6.228371899,0.747318183,5.463460104,28.14904365,0.391590842,0.618299999,2.182250724,0.030060277,91.67423248,NA,NA,91.67423248,21,-0.041091422,0.010769929,9.819736111,"YES",TRUE,1.20095238685608,1.29135537147522,1.76901097297668,0.944249081611633,1.34571435451508,1.60630054473877,1.59457850456238,1.5757509469986,1.39435887336731,1.50102577209473,1.07128202915192,1.21890110969543,0,0,0,0,0,0
"FI-Hyy",61.8474,24.2948,181,"ENF",709,"Dfc",-231.3673457,-531.3267941,299.9594485,4.556371253,9.107593573,0.699740744,6.34521312,43.58359028,0.249323985,0.509124758,1.581809895,0.021868083,44.4856987,NA,NA,44.4856987,24,0.001224219,0.922363741,3.482717662,"YES",FALSE,3.75538463592529,2.35809535980225,3.5701096534729,2.38146524429321,2.11706953048706,2.43978042602539,1.69897406101227,1.98490822315216,1.31978023052216,2.46761908531189,2.17743587493896,2.83897433280945,0,0,0,0,0,0
"FI-Sod",67.3624,26.6386,180,"ENF",500,"Dfc",94.62147054,-100.025275,194.6467455,0.809693063,10.67584675,0.692900398,6.275989871,51.01592917,0.182884262,0.419415254,0.569659095,0.009028854,133.773407,NA,NA,133.773407,10,0.015475367,0.264104718,7.402805128,"YES",FALSE,3.35443201065063,3.01992735862732,3.83238091468811,1.6638827085495,2.33318686485291,2.73699650764465,1.85120875835419,1.90490832328796,1.66798536777496,2.63655676841736,2.87304034233093,2.56315031051636,0,0,0,0,0,0
"FR-Pue",43.7413,3.5957,270,"EBF",883,"Csa",-347.7997115,-722.2144624,374.4147509,14.1251148,6.62018549,0.624695979,8.09473956,28.25026282,0.353426047,0.673119672,2.054986306,0.031869269,62,NA,NA,62,13,0.036390138,0.542969162,3.296094568,"YES",FALSE,1.38139193058014,1.74446883201599,0.865567648410797,0.047032854706049,0.864615404605866,0.753919780254364,1.85670280456543,2.39150152206421,1.90783884525299,1.05230753421783,0.803882801532745,1.64695978164673,0,0,0,0,0,0
"IT-Lav",45.9562,11.2813,1353,"ENF",1291,"Dfb",-1965.123074,-2039.389731,74.26665676,7.300331977,6.419510557,0.520229842,6.40150528,26.66101637,0.328251913,0.730599088,2.361024736,0.028711265,87.52999878,NA,NA,87.52999878,14,-0.245149646,0.000428735,3.132484426,"YES",TRUE,2.72732605934143,2.20652017593384,1.4432234287262,0.251282119750977,0.922857201099396,0.801538443565369,1.96095263957977,2.23531107902527,2.33369965553284,1.46630039215088,0.511428564786911,2.23260068893433,0,0,0,0,0,0
"IT-MBo",46.0147,11.0458,1550,"GRA",1214,"Dfb",-31.0220478,-599.647158,568.6251102,5.433585321,6.912407568,0.596982558,7.06930626,30.29555278,0.328628169,0.470285714,1.152973481,0.022657115,78.88999939,NA,NA,78.88999939,15,-0.007051379,0.814911336,2.916295423,"YES",FALSE,2.70564103126526,2.26424908638,1.50930399894714,0.197948795557022,0.936923098564148,0.755750846862793,2.08234443664551,2.1769232749939,2.39750928878784,1.57831516265869,0.538901084661484,2.23018307685852,0,0,0,0,0,0
"IT-Noe",40.6062,8.1517,25,"CSH",588,"Csa",-192.514179,-613.8743705,421.3601915,16.40172341,5.591569956,0.294897086,5.557876454,22.79615365,0.270374433,0.598900825,1.200000013,0.038932708,77.93000031,NA,NA,77.93000031,8,0.001878085,0.979441028,1.841169125,"NO",FALSE,1.28583657741547,1.44993889331818,0.873626550038656,0.311111330986023,0.786691129207611,0.94468879699707,1.45873034000397,1.97167309125264,1.90146501859029,1.08168502648671,0.683150033156077,1.29511594772339,0,0,0,0,0,0
"IT-Ren",46.5869,11.4337,1730,"ENF",809.3,"Dfc",-667.7461006,-975.5803578,307.8342572,4.864174405,6.426559296,0.527077846,7.727546782,28.29490162,0.255343169,0.538880874,1.514455648,0.022896443,102.0999985,NA,NA,102.0999985,18,-0.123603207,0.1300879,2.993380605,"NO",FALSE,2.80117216110229,2.52036633491516,1.85238080024719,0.276630041003227,1.02989014387131,0.844908487796783,2.04820513725281,2.00102579593658,2.41106224060059,1.69582412242889,0.815750932693481,2.48732604980469,0,0,0,0,0,0
"IT-SRo",43.7279,10.2844,6,"ENF",920,"Csa",-383.7959534,-1091.438382,707.6424288,15.22225475,6.333658284,0.304792933,6.857488639,25.30409375,0.305731352,0.668520697,1.932113476,0.036056719,76.83000183,NA,NA,76.83000183,10,-0.07050565,0.657595164,2.118937223,"NO",FALSE,1.56373628973961,1.58782052993774,1.08598898351192,0.317124538123608,1.02802203595638,1.01721604168415,1.91382771730423,2.26913946866989,2.21108055114746,1.40989050269127,0.500640958547592,1.42774730920792,0,0,0,0,0,0
"NL-Loo",52.1666,5.7436,25,"ENF",786,"Cfb",-473.0386957,-921.2763121,448.2376163,10.14284234,6.322663229,0.570326097,6.429886564,30.91740476,0.328382332,0.706885792,1.978865537,0.027548617,57.43982315,NA,NA,57.43982315,14,-0.064752241,0.024612583,3.954162714,"YES",TRUE,0.875531125068665,0.612600719928741,1.19501838684082,0.201025575399399,0.841904842853546,0.770915520191193,1.49699640274048,1.3084246635437,1.49274725914001,1.14600741863251,0.74959706068039,1.37882776260376,0,0,0,0,0,0
"RU-Fyo",56.4615,32.9221,265,"ENF",711,"Dfb",93.58150935,-468.3428511,561.9243605,5.410705775,9.678299937,0.541014704,7.298062248,45.26291996,0.277071111,0.573706666,1.702197823,0.021952964,56.61304092,NA,NA,56.61304092,19,-0.00111023,0.977206251,3.562740489,"YES",FALSE,2.88212466239929,2.26043944358826,2.95531129837036,2.71714282035828,1.68087916374207,2.60336976051331,1.8525271654129,1.63780229091644,1.57560441493988,1.66161165237427,1.27333331108093,2.7347252368927,0,0,0,0,0,0
"ZA-Kru",-25.0197,31.4969,359,"SAV",547,"Bsh",-44.58128253,-483.6706167,439.0893342,21.86088545,3.57475076,0.235585702,9.770026827,16.26489375,0.272310565,0.458581603,1.007516049,0.02673498,46.12785339,NA,NA,46.12785339,10,-0.220019495,0.00921146,5.720052381,"YES",TRUE,1.406081199646,1.21963391304016,1.59714262485504,1.04175760746002,1.38578777313232,0.843150210380554,1.5441025018692,1.01399245262146,1.67406594753265,1.4760449886322,1.26468889713287,1.18564126491547,0,0,0,0,0,0
"IT-Tor",45.8444,7.5781,2160,"GRA",920,"Dfc",-75.53374206,-420.5142459,344.9805038,3.310864305,6.315578372,0.537762669,6.507725501,27.41700527,0.309815978,0.501211019,0.863677961,0.014425593,85.83999634,NA,NA,85.83999634,12,-0.147212802,0.083424669,2.001293561,"YES",TRUE,2.46021976470947,2.51890106201172,1.68417575359344,0.138388262689114,0.835164821147919,0.77340658903122,1.86732606887817,2.23135538101196,1.92095236778259,1.26527471542358,0.846959781646728,2.17267408370972,0,0,0,0,0,0
"BE-Dor",50.311876,4.968113,250,"GRA",581.795,"Cfb",-73.93497488,-952.1268688,878.191894,10.05555058,6.31819766,0.645511253,7.146400697,31.63217235,0.437024081,0.625409191,1.532662419,0.024558597,83.44987488,NA,NA,83.44987488,11,0.037734018,0.298628503,2.847329949,"YES",FALSE,0.915604364871979,0.755384612083435,1.1260073184967,0.0951646827161312,0.787765550613403,0.853919208049774,1.71545815467834,1.78080604076386,1.62857112884521,0.987399435043335,0.574285686016083,1.39787545204163,0,0,0,0,0,0
"CH-Fru",47.115833,8.537778,982,"GRA",1651,"Dfb",-205.8362246,-913.1101635,707.273939,7.887832053,6.916652478,0.569815724,7.242974937,30.13724519,0.421713019,0.612599811,1.805032045,0.027623518,82.63198853,NA,NA,82.63198853,13,-0.032815979,0.551776747,1.89606892,"YES",FALSE,2.50571427345276,2.29919419288635,1.89809522628784,0.353479808568954,0.863370048999786,0.682270991802216,1.98007345199585,2.02571425437927,1.90520141124725,1.44622702598572,1.10593407154083,2.42102570533752,0,0,0,0,0,0
"CZ-RAJ",49.443724,16.696513,648,"ENF",681,"Dfb",-538.0235289,-972.3663713,434.3428424,8.15253628,8.092157229,0.598391025,7.492602327,36.97955469,0.268176685,0.606306193,1.704940557,0.023834881,124.493309,NA,NA,124.493309,8,-0.248617275,0.473781112,0.699096,"NO",FALSE,2.53567762374878,2.01406598091125,2.23098907470703,0.779194116592407,1.46490843296051,1.18102571964264,1.84146540164948,1.83531131744385,2.1733332157135,1.59692304134369,0.718754577636719,2.34827833175659,0,0,0,0,0,0
"CZ-Stn",49.035975,17.9699,564,"DBF",685,"Dfb",-247.1211623,-808.8814177,561.7602554,9.060822301,8.402555238,0.685778564,6.037611498,37.28187121,0.361866788,0.645472079,2.487648711,0.025950494,84.73412323,NA,NA,84.73412323,11,-0.096107822,0.029943618,2.428255447,"YES",TRUE,2.70161170959473,2.2856409072876,2.26131873130798,0.897948718070984,1.4757509469986,1.32300367355347,1.86227118968964,1.91772904396057,2.40197792053223,1.72791223526001,0.639633691310883,2.54703297615051,0,0,0,0,0,0
"DE-Obe",50.78666,13.72129,743,"ENF",996,"Dfb",-259.4892565,-879.9364412,620.4471847,6.751198998,7.265623963,0.808769022,6.951430723,34.72834167,0.273952468,0.674467824,2.0255261,0.023966304,89,NA,NA,89,10,0.061689152,0.301440513,2.132946141,"YES",FALSE,2.09362630844116,1.63472545146942,2.00820508003235,0.516410315036774,1.20937712192535,1.19025650024414,1.78959703445435,1.79721610546112,1.92901086807251,1.53238084316254,0.73926739692688,1.94835159778595,0,0,0,0,0,0
"DE-RuR",50.6219,6.3041,514.7,"GRA",1033,"Cfb",-118.0197554,-806.5497241,688.5299688,8.428473484,6.398218057,0.636003571,6.467437449,32.16556667,0.46418511,0.666992278,2.155718239,0.02726413,70,NA,NA,70,10,0.019133458,0.255602883,3.328059195,"YES",FALSE,1.19648356437683,0.827472519874573,1.38717949390411,0.15238094329834,0.878461492061615,0.981538259983063,1.88095245361328,1.81369957923889,1.82139184474945,1.15355317592621,0.647326016426086,1.655091547966,0,0,0,0,0,0
"CH-Aws",46.583194,9.790417,1942,"GRA",918,"Dfc",-373.6362865,-870.0464829,496.4101964,3.75588457,6.826939183,0.387274951,7.549877439,31.03879167,0.219919175,0.462501456,0.905306507,0.017051779,98.25754547,NA,NA,98.25754547,8,-0.075509249,0.35327682,2.648788955,"YES",FALSE,2.78703260421753,2.69304037094116,1.97604386806488,0.33208791911602,0.998754596710205,0.947985339164734,2.26153855323791,2.30117220878601,2.18461537361145,1.65479850769043,0.989670383930206,2.57245402336121,0,0,0,0,0,0
"ES-LJu",36.926594,-2.752115,1613,"OSH",400,"Csb",-3.287897603,-70.39745319,67.10955559,11.86229047,6.354642788,0.459238306,6.9825901,25.64030903,0.156800547,0.364750365,0.375114364,0.012126087,37.08029556,NA,NA,37.08029556,12,-0.036571131,0.734732796,2.551096126,"YES",FALSE,1.60168497562408,1.82483518123627,0.906153881549835,0.615677678585053,0.950769150257111,1.15076923370361,1.5717217206955,1.8687912940979,2.14329652786255,1.3887912273407,1.82586071491241,1.74600732326508,0,0,0,0,0,0
"FR-FBn",43.24079,5.67865,433,"MF",700,"Csa",-558.6841398,-1020.341932,461.657792,14.01897824,6.217717835,0.62768066,6.853163514,25.09932765,0.312534426,0.65173388,1.834675236,0.036332905,62,NA,NA,62,11,0.093504717,0.220260031,2.152373617,"NO",FALSE,1.2526741027832,1.61421248912811,0.935311377048492,0.115897573530674,0.960952436923981,0.809010899066925,1.78183152675629,2.20278391838074,1.91816873550415,1.08864454030991,0.714139020442963,1.51670317649841,0,0,0,0,0,0
"FR-Fon",48.476358,2.780096,104,"DBF",720,"Cfb",-603.6863279,-1098.412695,494.7263671,11.73160231,6.337848907,0.743590554,7.775586756,29.17016927,0.407020255,0.657636131,2.475663358,0.036935968,45,NA,NA,45,16,-0.095131925,0.115847,4.753157986,"NO",FALSE,1.00358976125717,0.930109870433807,0.994871759414673,-0.0283516814932227,0.700952458381653,0.651648461818695,1.82073259353638,2.00871801376343,1.75545787811279,0.731282210350037,0.344102531671524,1.34065933227539,0,0,0,0,0,0
"GF-Guy",5.2788,-52.9249,48,"EBF",3041,"Am",-242.0914696,-1811.298048,1569.206579,25.66107468,0.771770947,0.197749849,4.099093513,3.70119391,0.406132482,0.652618429,3.473833533,0.071988735,23.96599197,NA,NA,23.96599197,13,-0.163512014,0.001385122,1.00605097,"YES",TRUE,1.05978004932404,1.25084223747253,1.11706922054291,1.36703283786774,1.16417551040649,1.24490902423859,1.10505492687225,1.28769240379334,1.31010982990265,1.29047539234161,1.280073595047,1.18366360664368,0,0,0,0,0,0
"IL-Yat",31.345045,35.051989,652,"ENF",285,"Csa",-135.9926526,-365.3372314,229.3445787,18.43318997,5.86446692,0.372876544,9.824962402,22.10034722,0.199712568,0.345882878,0.591109075,0.012995059,20.85048294,NA,NA,20.85048294,15,-0.034560881,0.670937149,10.87774792,"NO",FALSE,1.0940660238266,0.743369925022125,0.310109987854958,1.43238112926483,1.16161189079285,1.32974336147308,1.25347969532013,1.38761878013611,1.34923038482666,1.56717953681946,1.51340646743774,1.0336265206337,0,0,0,0,0,0
"SE-Deg",64.182,19.5565,270,"GRA",523,"Dfc",-53.96449781,-117.1829184,63.21842064,2.574950296,9.239131039,0.779989531,7.734297508,42.35798333,0.234077802,0.448740659,0.864820523,0.016456028,81.22222137,NA,NA,81.22222137,20,0.065345712,0.169112517,10.71923829,"YES",FALSE,3.23831491470337,2.99692311286926,3.67706980705261,1.69912092685699,2.48923082351685,2.44102559089661,1.66549472808838,1.92710649967194,1.48234424591064,2.34219779968262,2.04175827503204,2.09743585586548,0,0,0,0,0,0
"IT-SR2",43.732022,10.29091,13,"ENF",920,"Csa",-225.850467,-1225.285127,999.4346603,15.70978459,6.185564403,0.37104273,4.935218686,24.58996615,0.363377049,0.775849726,2.545288236,0.039690909,76.83000183,NA,NA,76.83000183,8,-0.057930691,0.560926054,1.296012906,"YES",FALSE,1.56373628973961,1.58782052993774,1.08598898351192,0.317124538123608,1.02802203595638,1.01721604168415,1.91382771730423,2.26913946866989,2.21108055114746,1.40989050269127,0.500640958547592,1.42774730920792,0,0,0,0,0,0
"CH-Dav",46.8153,9.8559,1639,"ENF",1062,"Dfc",-83.56311443,-565.4874225,481.9243081,4.736062045,6.663715634,0.498014174,7.223789887,29.81989444,0.203118785,0.428652486,0.978957008,0.017675198,94.02565002,NA,NA,94.02565002,15,-0.157654208,0.008669773,2.116806379,"NO",TRUE,2.8498899936676,2.57633709907532,1.96769244670868,0.419194197654724,0.992454195022583,1.03553117513657,2.29897441864014,2.26161170005798,2.20813188552856,1.65289375782013,1.12923078536987,2.58710622787476,0,0,0,0,0,0
