site_ID,LAT,LONG,ELEV,IGBP,Climate_class,MAP,NEE,NEE_day,NEE_night,MAT,SST,IAT,DRT,EVI,NDVI,LAI,GPP,SOC,nyear,TRS,TRS_p,SWC_use,Tmin1,Tmin2,Tmin3,Tmin4,Tmin5,Tmin6,Tmin7,Tmin8,Tmin9,Tmin10,Tmin11,Tmin12,TS_TA,TSmin_c,TSmin_c_gs,NEE_night_mod_p,NEE_night_mod_f,NEE_night_mod_fa
US-NC4,35.7879,-75.9038,1,WET,Cfa,1311,38.72256305,-772.8963711,811.6189342,17.03805014,7.827075402,0.64665654,7.710634506,0.358008743,0.713713113,2.489853787,1.910429839,250,10,-0.125323558,0.387874082,NO,1.608058548,1.394652057,1.590989089,1.049597263,0.798461449,0.775970066,1.537948132,1.22190485,1.576629639,1.200512624,2.23304038,1.666300344,0.637126421,0.884228705,0.796331168,5.844780671,6.12851384,5.546423052
US-Tw1,38.1074,-121.6469,-5,WET,Csa,421,-269.4963399,-804.593327,535.0969872,14.98563396,5.740588992,0.821253785,13.8781895,0.289704007,0.502984882,0.80457039,1.199211935,231,11,-0.049129443,0.383566962,NO,1.134798408,1.478095269,0.949816895,0.756849861,0.916336703,0.899560285,1.323076916,1.555384326,1.718388295,1.846520138,1.396703339,0.752600753,0.331852506,0.40729727,0.494396914,4.414908393,4.546552677,4.437449824
US-Ced,39.8379,-74.3791,58,CSH,Cfa,1138,-80.63069699,-715.3321751,634.7014781,12.03055022,9.123327547,0.710138449,9.755186839,0.346821676,0.695976503,2.359323618,1.572713445,28,9,-0.101151942,0.462614209,NO,2.360219765,2.191355228,2.085421276,1.394798517,1.379780245,1.351941371,1.796264052,1.834725809,1.915458059,1.408571124,2.208937693,2.131062222,0.726198724,1.334906687,1.182547578,5.659756889,6.186366366,5.488916699
US-Oho,41.5545,-83.8438,230,DBF,Dfa,849,-783.7337678,-1155.963362,372.2295946,10.50362975,10.21148895,0.838409997,8.987854462,0.347966849,0.583467758,2.266636233,1.528514405,82.90563217,10,-0.055997571,0.18565256,NO,3.03604393,3.057142782,2.564029264,1.42117219,1.331867957,1.682124853,2.337729406,2.516556787,2.159853363,2.056850052,2.361098909,2.638827848,0.647526966,1.465747294,1.342292753,4.501131513,4.890072136,4.535983466
US-Slt,39.9138,-74.596,30,DBF,Dfa,1138,8.654024974,-548.1964882,556.8505131,12.34162363,9.353904736,0.690736037,10.74805851,0.369865392,0.669517304,2.395795285,1.826786867,68.21561707,10,-0.097666743,0.512879908,NO,2.464249039,2.286153889,2.071428585,1.451868105,1.426593566,1.396556711,1.809157681,1.932307696,1.85575099,1.354652143,2.199120855,2.196410227,0.68386059,1.279061474,1.170617346,5.607230235,6.201438516,5.531455051
US-Wrc,45.8205,-121.9519,371,ENF,Csb,2452,-273.8253424,-478.6874388,204.8620964,9.251996846,7.199579357,0.85700916,8.877967461,0.346910786,0.738012248,2.309415026,1.418262682,104.0639298,9,-0.068712274,0.228598895,NO,1.233553123,2.01311357,1.667399263,1.329597068,1.053846264,1.447912169,1.834725428,2.167985439,1.921098971,1.505421281,2.14205122,1.786813188,0.687919749,1.152467197,1.125377523,2.162198298,2.294387557,2.123655082
AU-Tum,-35.6566,148.1517,1200,EBF,Cfb,1159.01,-592.4246117,-1615.866923,1023.442311,9.629790551,5.168112565,0.364033256,7.90279622,0.34468561,0.743610928,4.142596048,2.453599358,123.3451004,10,-0.014979218,0.856975338,YES,1.055677629,1.473772979,1.540732551,1.312673926,2.081684971,0.987472522,0.77670331,1.250769234,1.223003626,1.421685004,0.83238107,1.344395638,0.722525199,0.921276977,0.815278736,5.07568703,5.581418347,5.513671252
BE-Bra,51.3076,4.5198,16,MF,Cfb,750,-127.3054403,-717.9413978,590.6359575,11.06744889,5.989069363,0.658867855,6.476109134,0.355564299,0.676826958,2.083897559,1.31514362,79.58034515,14,-0.156562179,0.0840314,NO,0.757289386,0.563003629,1.102710652,0.145641105,0.809963107,0.667472589,1.568571305,1.49223423,1.568058729,1.073919559,0.594871771,1.311648321,0.480305369,0.466511975,0.543221854,4.575978113,4.765622344,4.377072573
BE-Vie,50.3049,5.9981,493,MF,Cfb,1062,-473.5766883,-1016.560357,542.9836689,8.621173025,6.503911235,0.688557917,6.428238307,0.336372344,0.661785714,2.153339467,1.277346381,129.024826,24,-0.002115344,0.973613991,YES,1.164395642,0.822124565,1.286959696,0.096483612,0.848717916,0.891868174,1.793772888,1.844835281,1.855457711,1.073479819,0.641904807,1.605714273,0.608823355,0.706525013,0.754861429,4.194314409,4.561014268,4.55373709
CH-Lae,47.4783,8.3644,689,MF,Cfb,1100,-281.3603971,-763.4822415,482.1218444,8.435283457,7.345802546,0.646902874,7.700939764,0.399858135,0.675382083,2.643183946,1.456677995,79.23197937,13,-0.111858057,0.040516435,YES,2.334432268,2.074798512,1.861831498,0.413333285,0.847985327,0.649523711,1.957728839,2.01890111,1.921977901,1.470109844,1.102271032,2.343003654,0.669296722,1.059490965,0.994556798,5.538281752,5.61818835,5.026681693
CZ-BK1,49.5021,18.5369,875,ENF,Dfb,1316,-831.1536211,-1243.682583,412.5289617,6.898828533,7.7457895,0.611665496,7.49569374,0.294044991,0.65640601,2.027447423,1.056874515,235.81073,15,0.05089334,0.342257553,YES,2.720512772,2.3594872,2.381904793,1.104468894,1.555311322,1.300512862,1.784175634,1.731941271,2.265274763,1.639560366,0.668131864,2.637435913,0.577288353,1.065516394,0.952457106,3.230095279,3.514377157,3.688928503
CZ-wet,49.0247,14.7704,426,WET,Dfb,604,45.16225865,-393.6715058,438.8337645,8.773438956,8.051445027,0.511500952,7.601922598,0.378948881,0.583876679,1.414455643,1.109243858,76.55177307,11,-0.034223262,0.575614761,NO,2.400659323,1.936043954,2.007326031,0.450329661,1.256043887,0.967179406,1.742417645,1.898461533,2.296996355,1.76249094,0.690695965,2.189084196,0.752249514,1.228531836,0.961848344,4.899389881,5.394302327,5.219625646
DE-Gri,50.95,13.5126,385,GRA,Cfb,901,-82.98169582,-622.791514,539.8098182,8.645978946,7.635822666,0.745509483,7.18827651,0.344752095,0.654280327,2.112168381,1.205532528,89,15,0.042472581,0.577702942,NO,2.060805893,1.628278375,2.007838821,0.484249043,1.182197809,1.154139185,1.81728909,1.775311446,1.928791046,1.519267368,0.742197824,1.886080599,0.842767441,1.277245415,0.929034135,5.0276065,5.373078832,5.589330771
DE-Hai,51.0792,10.4522,430,DBF,Cfb,720,-523.220309,-958.2498575,435.0295485,8.539259071,7.083103044,0.667382709,7.113624734,0.377752844,0.660711008,2.362488601,1.154354218,79,18,-0.117689039,0.002687022,YES,1.805201483,1.325128174,1.892600751,0.481465226,1.232967067,1.224541926,1.89978025,1.848424864,2.044908524,1.547252798,0.784102523,1.833553123,0.675027571,1.008037051,1.149370083,3.651662031,3.815750997,3.332988132
DE-Tha,50.9626,13.5651,385,ENF,Cfb,843,-469.5504666,-873.981823,404.4313564,9.238064722,7.528276437,0.780417682,7.006525043,0.325320401,0.712576138,2.275937819,1.13339836,79,24,-0.03506286,0.008283451,YES,2.064981651,1.538608027,2.062564087,0.564395452,1.21501832,1.186739922,1.824029183,1.765421367,1.930842471,1.536630058,0.692893827,1.917362642,0.720979537,1.099462973,1.070165735,3.372497676,3.709266984,3.572662826
DK-Sor,55.4859,11.6446,40,DBF,Cfb,660,-214.9413359,-901.3978457,686.4565098,8.724131361,6.228371899,0.747318183,5.463460104,0.391590842,0.618299999,2.182250724,1.372439507,91.67423248,21,-0.041091422,0.010769929,YES,1.200952387,1.291355371,1.769010973,0.944249082,1.345714355,1.606300545,1.594578505,1.575750947,1.394358873,1.501025772,1.071282029,1.21890111,0.574785059,0.790975129,0.869454867,6.517270646,6.961608738,6.717280944
FI-Hyy,61.8474,24.2948,181,ENF,Dfc,709,-231.3673457,-531.3267941,299.9594485,4.556371253,9.107593573,0.699740744,6.34521312,0.249323985,0.509124758,1.581809895,0.998414665,44.4856987,24,0.001224219,0.922363741,YES,3.755384636,2.35809536,3.570109653,2.381465244,2.11706953,2.439780426,1.698974061,1.984908223,1.319780231,2.467619085,2.177435875,2.838974333,0.73612677,1.785696113,1.529693237,3.741469134,4.323098695,4.331202058
FI-Sod,67.3624,26.6386,180,ENF,Dfc,500,94.62147054,-100.025275,194.6467455,0.809693063,10.67584675,0.692900398,6.275989871,0.182884262,0.419415254,0.569659095,0.412223604,133.773407,10,0.015475367,0.264104718,YES,3.354432011,3.019927359,3.832380915,1.663882709,2.333186865,2.736996508,1.851208758,1.904908323,1.667985368,2.636556768,2.873040342,2.563150311,0.831410935,2.10885002,1.911542451,2.108359561,2.687703302,2.768398126
FR-Pue,43.7413,3.5957,270,EBF,Csa,883,-347.7997115,-722.2144624,374.4147509,14.1251148,6.62018549,0.624695979,8.09473956,0.353426047,0.673119672,2.054986306,1.455031302,62,13,0.036390138,0.542969162,YES,1.381391931,1.744468832,0.865567648,0.047032855,0.864615405,0.75391978,1.856702805,2.391501522,1.907838845,1.052307534,0.803882802,1.646959782,0.833702076,1.064094931,1.09664009,2.697560778,2.826247047,2.941314481
IT-Lav,45.9562,11.2813,1353,ENF,Dfb,1291,-1965.123074,-2039.389731,74.26665676,7.300331977,6.419510557,0.520229842,6.40150528,0.328251913,0.730599088,2.361024736,1.310848685,87.52999878,14,-0.245149646,0.000428735,YES,2.727326059,2.206520176,1.443223429,0.25128212,0.922857201,0.801538444,1.96095264,2.235311079,2.333699656,1.466300392,0.511428565,2.232600689,0.695467662,1.106549349,0.988476241,0.924946014,1.04228446,0.817986292
IT-MBo,46.0147,11.0458,1550,GRA,Dfb,1214,-31.0220478,-599.647158,568.6251102,5.433585321,6.912407568,0.596982558,7.06930626,0.328628169,0.470285714,1.152973481,1.03443889,78.88999939,15,-0.007051379,0.814911336,YES,2.705641031,2.264249086,1.509303999,0.197948796,0.936923099,0.755750847,2.082344437,2.176923275,2.397509289,1.578315163,0.538901085,2.230183077,0.947698909,1.530059349,0.941915821,5.932180646,6.459181739,6.416423265
IT-Noe,40.6062,8.1517,25,CSH,Csa,588,-192.514179,-613.8743705,421.3601915,16.40172341,5.591569956,0.294897086,5.557876454,0.270374433,0.598900825,1.200000013,1.777521427,77.93000031,8,0.001878085,0.979441028,NO,1.285836577,1.449938893,0.87362655,0.311111331,0.786691129,0.944688797,1.45873034,1.971673091,1.901465019,1.081685026,0.683150033,1.295115948,1.275224179,1.492406837,1.236794622,2.12883689,2.322712304,2.328113783
IT-Ren,46.5869,11.4337,1730,ENF,Dfc,809.3,-667.7461006,-975.5803578,307.8342572,4.864174405,6.426559296,0.527077846,7.727546782,0.255343169,0.538880874,1.514455648,1.045365711,102.0999985,18,-0.123603207,0.1300879,NO,2.801172161,2.520366335,1.8523808,0.276630041,1.029890144,0.844908488,2.048205137,2.001025796,2.411062241,1.695824122,0.815750933,2.48732605,0.838980044,1.453151348,1.282642531,2.853896803,3.084460513,2.632247483
IT-SRo,43.7279,10.2844,6,ENF,Csa,920,-383.7959534,-1091.438382,707.6424288,15.22225475,6.333658284,0.304792933,6.857488639,0.305731352,0.668520697,1.932113476,1.646214594,76.83000183,10,-0.07050565,0.657595164,NO,1.56373629,1.58782053,1.085988984,0.317124538,1.028022036,1.017216042,1.913827717,2.269139469,2.211080551,1.409890503,0.500640959,1.427747309,0.807468074,1.098979857,1.085429533,4.070811173,4.18288968,3.874720007
NL-Loo,52.1666,5.7436,25,ENF,Cfb,786,-473.0386957,-921.2763121,448.2376163,10.14284234,6.322663229,0.570326097,6.429886564,0.328382332,0.706885792,1.978865537,1.257766527,57.43982315,14,-0.064752241,0.024612583,YES,0.875531125,0.61260072,1.195018387,0.201025575,0.841904843,0.77091552,1.496996403,1.308424664,1.492747259,1.146007419,0.749597061,1.378827763,0.500716579,0.503620599,0.517290651,3.603642787,3.754876963,3.631187717
RU-Fyo,56.4615,32.9221,265,ENF,Dfb,711,93.58150935,-468.3428511,561.9243605,5.410705775,9.678299937,0.541014704,7.298062248,0.277071111,0.573706666,1.702197823,1.002290032,56.61304092,19,-0.00111023,0.977206251,YES,2.882124662,2.260439444,2.955311298,2.71714282,1.680879164,2.603369761,1.852527165,1.637802291,1.575604415,1.661611652,1.273333311,2.734725237,0.488583195,1.05187366,1.115757827,3.844273523,4.552757027,4.547120801
ZA-Kru,-25.0197,31.4969,359,SAV,Bsh,547,-44.58128253,-483.6706167,439.0893342,21.86088545,3.57475076,0.235585702,9.770026827,0.272310565,0.458581603,1.007516049,1.220618941,46.12785339,10,-0.220019495,0.00921146,YES,1.4060812,1.219633913,1.597142625,1.041757607,1.385787773,0.84315021,1.544102502,1.013992453,1.674065948,1.476044989,1.264688897,1.185641265,0.901286373,1.175584573,1.186226632,3.473346222,3.582092389,2.759236777
IT-Tor,45.8444,7.5781,2160,GRA,Dfc,920,-75.53374206,-420.5142459,344.9805038,3.310864305,6.315578372,0.537762669,6.507725501,0.309815978,0.501211019,0.863677961,0.658618475,85.83999634,12,-0.147212802,0.083424669,YES,2.460219765,2.518901062,1.684175754,0.138388263,0.835164821,0.773406589,1.867326069,2.231355381,1.920952368,1.265274715,0.846959782,2.172674084,1.078141908,1.681434061,1.791149475,3.204941296,3.736909433,2.870765681
BE-Dor,50.311876,4.968113,250,GRA,Cfb,581.795,-73.93497488,-952.1268688,878.191894,10.05555058,6.31819766,0.645511253,7.146400697,0.437024081,0.625409191,1.532662419,1.121253437,83.44987488,11,0.037734018,0.298628503,YES,0.915604365,0.755384612,1.126007318,0.095164683,0.787765551,0.853919208,1.715458155,1.780806041,1.628571129,0.987399435,0.574285686,1.397875452,0.816025155,0.858066882,0.92796066,6.618650574,7.0487539,7.299942955
CH-Fru,47.115833,8.537778,982,GRA,Dfb,1651,-205.8362246,-913.1101635,707.273939,7.887832053,6.916652478,0.569815724,7.242974937,0.421713019,0.612599811,1.805032045,1.261186234,82.63198853,13,-0.032815979,0.551776747,YES,2.505714273,2.299194193,1.898095226,0.353479809,0.863370049,0.682270992,1.980073452,2.025714254,1.905201411,1.446227026,1.105934072,2.421025705,0.84217156,1.367567338,1.101624746,7.878408034,8.340108131,8.043990469
CZ-RAJ,49.443724,16.696513,648,ENF,Dfb,681,-538.0235289,-972.3663713,434.3428424,8.15253628,8.092157229,0.598391025,7.492602327,0.268176685,0.606306193,1.704940557,1.088211305,124.493309,8,-0.248617275,0.473781112,NO,2.535677624,2.014065981,2.230989075,0.779194117,1.464908433,1.18102572,1.841465402,1.835311317,2.173333216,1.596923041,0.718754578,2.348278332,0.556082947,0.960166498,0.92364144,3.251177384,3.450258867,2.742352269
CZ-Stn,49.035975,17.9699,564,DBF,Dfb,685,-247.1211623,-808.8814177,561.7602554,9.060822301,8.402555238,0.685778564,6.037611498,0.361866788,0.645472079,2.487648711,1.184802245,84.73412323,11,-0.096107822,0.029943618,YES,2.70161171,2.285640907,2.261318731,0.897948718,1.475750947,1.323003674,1.86227119,1.917729044,2.401977921,1.727912235,0.639633691,2.547032976,0.652922536,1.199300724,1.205262592,4.329804199,4.609465748,4.105291691
DE-Obe,50.78666,13.72129,743,ENF,Dfb,996,-259.4892565,-879.9364412,620.4471847,6.751198998,7.265623963,0.808769022,6.951430723,0.273952468,0.674467824,2.0255261,1.094211583,89,10,0.061689152,0.301440513,YES,2.093626308,1.634725451,2.00820508,0.516410315,1.209377122,1.1902565,1.789597034,1.797216105,1.929010868,1.532380843,0.739267397,1.948351598,0.728228193,1.115914102,1.015867523,5.183395609,5.590264887,5.951805851
DE-RuR,50.6219,6.3041,514.7,GRA,Cfb,1033,-118.0197554,-806.5497241,688.5299688,8.428473484,6.398218057,0.636003571,6.467437449,0.46418511,0.666992278,2.155718239,1.244777955,70,10,0.019133458,0.255602883,YES,1.196483564,0.82747252,1.387179494,0.152380943,0.878461492,0.98153826,1.880952454,1.813699579,1.821391845,1.153553176,0.647326016,1.655091548,0.752851362,0.903141253,0.721942851,5.710522149,6.095104077,6.179881533
CH-Aws,46.583194,9.790417,1942,GRA,Dfc,918,-373.6362865,-870.0464829,496.4101964,3.75588457,6.826939183,0.387274951,7.549877439,0.219919175,0.462501456,0.905306507,0.778520269,98.25754547,8,-0.075509249,0.35327682,YES,2.787032604,2.693040371,1.976043868,0.332087919,0.998754597,0.947985339,2.261538553,2.301172209,2.184615374,1.654798508,0.989670384,2.572454023,0.672135997,1.215400769,1.047964915,4.973688889,5.680128797,5.247978025
ES-LJu,36.926594,-2.752115,1613,OSH,Csb,400,-3.287897603,-70.39745319,67.10955559,11.86229047,6.354642788,0.459238306,6.9825901,0.156800547,0.364750365,0.375114364,0.553631658,37.08029556,12,-0.036571131,0.734732796,YES,1.601684976,1.824835181,0.906153882,0.615677679,0.95076915,1.150769234,1.571721721,1.868791294,2.143296528,1.388791227,1.825860715,1.746007323,1.107517129,1.623837823,1.57239137,0.438919957,0.40183075,0.379375641
FR-FBn,43.24079,5.67865,433,MF,Csa,700,-558.6841398,-1020.341932,461.657792,14.01897824,6.217717835,0.62768066,6.853163514,0.312534426,0.65173388,1.834675236,1.6588242,62,11,0.093504717,0.220260031,NO,1.252674103,1.614212489,0.935311377,0.115897574,0.960952437,0.809010899,1.781831527,2.202783918,1.918168736,1.08864454,0.71413902,1.516703176,0.979054931,1.216502659,1.271860159,2.645675003,2.670624755,3.00788556
FR-Fon,48.476358,2.780096,104,DBF,Cfb,720,-603.6863279,-1098.412695,494.7263671,11.73160231,6.337848907,0.743590554,7.775586756,0.407020255,0.657636131,2.475663358,1.686357806,45,16,-0.095131925,0.115847,NO,1.003589761,0.93010987,0.994871759,-0.028351681,0.700952458,0.651648462,1.820732594,2.008718014,1.755457878,0.73128221,0.344102532,1.340659332,0.612377856,0.62532828,0.827563333,4.729434256,4.913185173,4.541215693
GF-Guy,5.2788,-52.9249,48,EBF,Am,3041,-242.0914696,-1811.298048,1569.206579,25.66107468,0.771770947,0.197749849,4.099093513,0.406132482,0.652618429,3.473833533,3.28673569,23.96599197,13,-0.163512014,0.001385122,YES,1.059780049,1.250842237,1.117069221,1.367032838,1.16417551,1.244909024,1.105054927,1.287692404,1.31010983,1.290475392,1.280073595,1.183663607,0.311303822,0.380332296,0.379910598,8.063196572,8.32574998,7.824291369
IL-Yat,31.345045,35.051989,652,ENF,Csa,285,-135.9926526,-365.3372314,229.3445787,18.43318997,5.86446692,0.372876544,9.824962402,0.199712568,0.345882878,0.591109075,0.593305676,20.85048294,15,-0.034560881,0.670937149,NO,1.094066024,0.743369925,0.310109988,1.432381129,1.161611891,1.329743361,1.253479695,1.38761878,1.349230385,1.567179537,1.513406467,1.033626521,1.159694909,1.369969215,1.08080524,1.414434801,1.4330883,1.380544773
SE-Deg,64.182,19.5565,270,GRA,Dfc,523,-53.96449781,-117.1829184,63.21842064,2.574950296,9.239131039,0.779989531,7.734297508,0.234077802,0.448740659,0.864820523,0.751320513,81.22222137,20,0.065345712,0.169112517,YES,3.238314915,2.996923113,3.677069807,1.699120927,2.489230824,2.441025591,1.665494728,1.9271065,1.482344246,2.3421978,2.041758275,2.097435856,0.86610511,2.027986745,1.727123657,1.359181112,1.599812801,1.790950972
IT-SR2,43.732022,10.29091,13,ENF,Csa,920,-225.850467,-1225.285127,999.4346603,15.70978459,6.185564403,0.37104273,4.935218686,0.363377049,0.775849726,2.545288236,1.812138068,76.83000183,8,-0.057930691,0.560926054,YES,1.56373629,1.58782053,1.085988984,0.317124538,1.028022036,1.017216042,1.913827717,2.269139469,2.211080551,1.409890503,0.500640959,1.427747309,0.752759698,1.024520685,1.063319071,6.580587296,6.89176149,6.480047902
CH-Dav,46.8153,9.8559,1639,ENF,Dfc,1062,-83.56311443,-565.4874225,481.9243081,4.736062045,6.663715634,0.498014174,7.223789887,0.203118785,0.428652486,0.978957008,0.806983242,94.02565002,15,-0.157654208,0.008669773,NO,2.849889994,2.576337099,1.967692447,0.419194198,0.992454195,1.035531175,2.298974419,2.2616117,2.208131886,1.652893758,1.129230785,2.587106228,0.728378877,1.334089517,1.137496189,4.616347862,5.307003528,4.435748213
